"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"222930_s_at"	"1.11e-07"	"4.76e-10"	"-10.74306"	"13.2251319"	"-2.3868329"	"AGMAT"	"agmatinase"
"244384_at"	"1.21e-07"	"5.24e-10"	"-10.686355"	"13.1308658"	"-3.5003936"	""	""
"240910_at"	"1.33e-07"	"5.85e-10"	"-10.62188"	"13.0232127"	"-4.7316457"	""	""
"232422_at"	"1.33e-07"	"5.89e-10"	"-10.617197"	"13.0153748"	"-2.6931821"	"GGACT"	"gamma-glutamylamine cyclotransferase"
"244344_at"	"1.55e-07"	"6.92e-10"	"-10.522644"	"12.8565354"	"-3.2641505"	"WNK4"	"WNK lysine deficient protein kinase 4"
"239178_at"	"1.57e-07"	"7.08e-10"	"-10.509127"	"12.8337388"	"-5.7457059"	"FGF9"	"fibroblast growth factor 9"
"236489_at"	"1.68e-07"	"7.66e-10"	"-10.463868"	"12.7572496"	"-4.5646429"	"ADGRF1"	"adhesion G protein-coupled receptor F1"
"231275_at"	"1.77e-07"	"8.15e-10"	"-10.427349"	"12.695346"	"-3.830955"	"LINC00982"	"long intergenic non-protein coding RNA 982"
"226077_at"	"1.77e-07"	"8.29e-10"	"10.417397"	"12.678449"	"1.6232959"	"RNF145"	"ring finger protein 145"
"225045_at"	"1.77e-07"	"8.30e-10"	"10.416978"	"12.6777377"	"4.3881397"	"CCDC88A"	"coiled-coil domain containing 88A"
"236313_at"	"1.80e-07"	"8.49e-10"	"10.403625"	"12.6550444"	"3.0875748"	"CDKN2B"	"cyclin dependent kinase inhibitor 2B"
"231841_s_at"	"1.85e-07"	"8.82e-10"	"10.381465"	"12.6173371"	"3.578606"	"KIAA1462"	"KIAA1462"
"236636_at"	"1.89e-07"	"9.08e-10"	"10.364755"	"12.5888637"	"2.1766809"	""	""
"239420_at"	"1.89e-07"	"9.16e-10"	"-10.359312"	"12.5795809"	"-3.051147"	"LINC01187"	"long intergenic non-protein coding RNA 1187"
"238551_at"	"2.05e-07"	"1.01e-09"	"10.305471"	"12.4875647"	"2.9915117"	"FUT11"	"fucosyltransferase 11"
"226733_at"	"2.05e-07"	"1.02e-09"	"-10.300057"	"12.4782924"	"-2.2839871"	"PFKFB2"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"235709_at"	"2.09e-07"	"1.04e-09"	"10.285561"	"12.4534482"	"3.8909682"	"GAS2L3"	"growth arrest specific 2 like 3"
"229302_at"	"2.22e-07"	"1.12e-09"	"-10.24458"	"12.3830666"	"-2.5694187"	"TMEM178A"	"transmembrane protein 178A"
"240320_at"	"2.42e-07"	"1.23e-09"	"-10.190202"	"12.2893551"	"-3.3227728"	"RNF212B"	"ring finger protein 212B"
"222774_s_at"	"2.50e-07"	"1.28e-09"	"10.167042"	"12.2493311"	"3.3744072"	"NETO2"	"neuropilin and tolloid like 2"
"232737_s_at"	"2.51e-07"	"1.30e-09"	"10.156777"	"12.2315693"	"3.0375553"	"ENPP3"	"ectonucleotide pyrophosphatase/phosphodiesterase 3"
"240323_at"	"2.51e-07"	"1.31e-09"	"-10.155809"	"12.2298928"	"-2.5372778"	""	""
"226274_at"	"2.52e-07"	"1.33e-09"	"-10.14428"	"12.2099279"	"-1.7964749"	"CLCN5"	"chloride voltage-gated channel 5"
"227629_at"	"2.52e-07"	"1.33e-09"	"-10.143387"	"12.2083803"	"-2.7642941"	"PRLR"	"prolactin receptor"
"236044_at"	"2.53e-07"	"1.35e-09"	"-10.135187"	"12.1941699"	"-2.3299523"	"PLPP4"	"phospholipid phosphatase 4"
"226498_at"	"2.63e-07"	"1.42e-09"	"10.108863"	"12.1484897"	"3.7764604"	"FLT1"	"fms related tyrosine kinase 1"
"231058_at"	"2.85e-07"	"1.56e-09"	"-10.055466"	"12.0555606"	"-4.6490838"	"FXYD4"	"FXYD domain containing ion transport regulator 4"
"232424_at"	"2.85e-07"	"1.57e-09"	"-10.052195"	"12.0498569"	"-4.1682359"	"PRDM16"	"PR/SET domain 16"
"226018_at"	"2.85e-07"	"1.57e-09"	"-10.049491"	"12.0451397"	"-2.2599557"	"MTURN"	"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"224999_at"	"2.90e-07"	"1.61e-09"	"10.034991"	"12.0198324"	"1.817276"	"EGFR"	"epidermal growth factor receptor"
"227238_at"	"2.91e-07"	"1.63e-09"	"-10.028758"	"12.0089461"	"-4.8408787"	"MUC15"	"mucin 15, cell surface associated"
"244337_at"	"3.02e-07"	"1.71e-09"	"-10.002597"	"11.9631975"	"-3.7693573"	""	""
"222409_at"	"3.09e-07"	"1.77e-09"	"9.984162"	"11.9309057"	"1.7547172"	"CORO1C"	"coronin 1C"
"223333_s_at"	"3.09e-07"	"1.78e-09"	"9.98105"	"11.925451"	"4.9266558"	"ANGPTL4"	"angiopoietin like 4"
"235964_x_at"	"3.19e-07"	"1.85e-09"	"9.959174"	"11.887069"	"2.356667"	"SAMHD1"	"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"225212_at"	"3.39e-07"	"1.98e-09"	"-9.920575"	"11.8191984"	"-1.7362006"	"SLC25A25"	"solute carrier family 25 member 25"
"226497_s_at"	"3.44e-07"	"2.02e-09"	"9.907614"	"11.7963651"	"2.9625749"	"FLT1"	"fms related tyrosine kinase 1"
"224579_at"	"3.58e-07"	"2.13e-09"	"9.879689"	"11.7470976"	"2.2953733"	"SLC38A1"	"solute carrier family 38 member 1"
"243614_s_at"	"3.58e-07"	"2.13e-09"	"-9.878261"	"11.7445756"	"-2.6297054"	"PRODH2"	"proline dehydrogenase 2"
"231632_at"	"3.58e-07"	"2.15e-09"	"-9.873567"	"11.7362822"	"-2.0424224"	"ERICH4"	"glutamate rich 4"
"225032_at"	"3.58e-07"	"2.17e-09"	"9.869231"	"11.7286209"	"1.3551794"	"LOC101928615///FNDC3B"	"uncharacterized LOC101928615///fibronectin type III domain containing 3B"
"224791_at"	"3.73e-07"	"2.27e-09"	"9.842514"	"11.6813552"	"1.6779572"	"ASAP1"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
"228280_at"	"4.00e-07"	"2.45e-09"	"9.799212"	"11.6045538"	"2.1039513"	"ZC3HAV1L"	"zinc finger CCCH-type containing, antiviral 1 like"
"224928_at"	"4.08e-07"	"2.52e-09"	"9.784592"	"11.5785681"	"1.3634649"	"SETD7"	"SET domain containing lysine methyltransferase 7"
"225763_at"	"4.47e-07"	"2.79e-09"	"9.72898"	"11.4794753"	"2.5130694"	"RCSD1"	"RCSD domain containing 1"
"230912_at"	"4.79e-07"	"3.02e-09"	"-9.683903"	"11.3988592"	"-3.1378096"	"ASPDH"	"aspartate dehydrogenase domain containing"
"225415_at"	"4.79e-07"	"3.03e-09"	"9.683066"	"11.3973606"	"1.4300393"	"DTX3L"	"deltex E3 ubiquitin ligase 3L"
"241436_at"	"4.96e-07"	"3.16e-09"	"-9.659859"	"11.3557512"	"-6.5276353"	"SCNN1G"	"sodium channel epithelial 1 gamma subunit"
"229337_at"	"5.06e-07"	"3.24e-09"	"-9.645089"	"11.3292328"	"-2.1377167"	"USP2"	"ubiquitin specific peptidase 2"
"233712_at"	"5.13e-07"	"3.31e-09"	"-9.633837"	"11.3090124"	"-2.469521"	"LOC101928574///LOC101060181///ZNF44"	"uncharacterized LOC101928574///zinc finger protein ZnFP12///zinc finger protein 44"
"226621_at"	"5.42e-07"	"3.52e-09"	"9.599305"	"11.2468515"	"1.9142232"	"OSMR"	"oncostatin M receptor"
"227019_at"	"5.66e-07"	"3.71e-09"	"-9.57102"	"11.1958214"	"-1.8570856"	"C1orf226"	"chromosome 1 open reading frame 226"
"240380_at"	"5.66e-07"	"3.72e-09"	"-9.568797"	"11.1918063"	"-1.9501099"	"LOC728040"	"hCG1813624"
"230931_at"	"5.78e-07"	"3.83e-09"	"-9.553281"	"11.1637636"	"-4.1316357"	"PLG"	"plasminogen"
"223869_at"	"5.91e-07"	"3.94e-09"	"-9.537013"	"11.1343281"	"-4.4379031"	"SOST"	"sclerostin"
"222876_s_at"	"6.00e-07"	"4.03e-09"	"9.525543"	"11.1135528"	"2.6612735"	"ADAP2"	"ArfGAP with dual PH domains 2"
"228504_at"	"6.15e-07"	"4.16e-09"	"-9.508449"	"11.0825587"	"-2.138923"	"SCN7A"	"sodium voltage-gated channel alpha subunit 7"
"240378_at"	"6.63e-07"	"4.53e-09"	"-9.46139"	"10.9970377"	"-3.5120419"	""	""
"225056_at"	"6.63e-07"	"4.54e-09"	"9.460373"	"10.9951867"	"2.0635429"	"SIPA1L2"	"signal induced proliferation associated 1 like 2"
"239217_x_at"	"7.83e-07"	"5.39e-09"	"9.366582"	"10.8238537"	"2.6598999"	"ABCC3"	"ATP binding cassette subfamily C member 3"
"231496_at"	"7.88e-07"	"5.46e-09"	"-9.35931"	"10.8105224"	"-2.2109131"	"FCAMR"	"Fc fragment of IgA and IgM receptor"
"238805_at"	"7.89e-07"	"5.50e-09"	"-9.35564"	"10.8037912"	"-1.2517447"	"HSPB2-C11orf52///C11orf52///HSPB2"	"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2"
"226810_at"	"7.99e-07"	"5.61e-09"	"9.34501"	"10.7842835"	"1.6531764"	"OGFRL1"	"opioid growth factor receptor like 1"
"239619_at"	"8.35e-07"	"5.90e-09"	"9.318053"	"10.7347483"	"2.8386344"	""	""
"227865_at"	"8.47e-07"	"6.04e-09"	"-9.305394"	"10.7114527"	"-2.4483645"	"IDNK"	"IDNK, gluconokinase"
"236088_at"	"8.47e-07"	"6.06e-09"	"-9.303158"	"10.7073358"	"-3.3502379"	"NTNG1"	"netrin G1"
"227971_at"	"8.69e-07"	"6.25e-09"	"-9.286339"	"10.6763461"	"-4.2500348"	"NRK"	"Nik related kinase"
"237736_at"	"8.71e-07"	"6.34e-09"	"-9.278739"	"10.6623311"	"-1.6040849"	"BSND"	"barttin CLCNK type accessory beta subunit"
"233030_at"	"8.71e-07"	"6.35e-09"	"-9.278529"	"10.6619446"	"-2.4639046"	"PNPLA3"	"patatin like phospholipase domain containing 3"
"231256_at"	"9.20e-07"	"6.76e-09"	"-9.244803"	"10.5996562"	"-4.0295562"	"LOC727944"	"uncharacterized LOC727944"
"230630_at"	"9.20e-07"	"6.79e-09"	"-9.242342"	"10.5951047"	"-1.8533491"	"LOC100507855///AK4"	"adenylate kinase 4, mitochondrial-like///adenylate kinase 4"
"234987_at"	"9.23e-07"	"6.85e-09"	"9.237438"	"10.5860334"	"2.3317441"	"SAMHD1"	"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"227607_at"	"9.35e-07"	"6.98e-09"	"9.227217"	"10.5671165"	"3.2998402"	"STAMBPL1"	"STAM binding protein like 1"
"223596_at"	"9.46e-07"	"7.10e-09"	"-9.217937"	"10.5499284"	"-1.3072396"	"SLC12A6"	"solute carrier family 12 member 6"
"225558_at"	"9.55e-07"	"7.22e-09"	"9.209544"	"10.5343746"	"1.661685"	"GIT2"	"GIT ArfGAP 2"
"242340_at"	"9.89e-07"	"7.51e-09"	"-9.187838"	"10.4941037"	"-2.4209531"	""	""
"226464_at"	"1.00e-06"	"7.66e-09"	"9.177362"	"10.4746456"	"1.5762326"	"C3orf58"	"chromosome 3 open reading frame 58"
"227194_at"	"1.03e-06"	"7.94e-09"	"-9.158573"	"10.4397097"	"-4.1022401"	"FAM3B"	"family with sequence similarity 3 member B"
"238756_at"	"1.04e-06"	"8.04e-09"	"9.151887"	"10.4272659"	"2.7946277"	"GAS2L3"	"growth arrest specific 2 like 3"
"227794_at"	"1.04e-06"	"8.05e-09"	"-9.150937"	"10.4254973"	"-2.1605162"	"LOC100287413///GLYATL1"	"uncharacterized LOC100287413///glycine-N-acyltransferase like 1"
"242414_at"	"1.08e-06"	"8.43e-09"	"-9.126256"	"10.3795077"	"-2.2137354"	"QPRT"	"quinolinate phosphoribosyltransferase"
"223343_at"	"1.13e-06"	"8.89e-09"	"9.097796"	"10.3263764"	"2.6745916"	"MS4A7"	"membrane spanning 4-domains A7"
"240114_s_at"	"1.28e-06"	"1.01e-08"	"-9.031094"	"10.2014219"	"-1.6229117"	"TMEM174"	"transmembrane protein 174"
"226430_at"	"1.29e-06"	"1.02e-08"	"9.023371"	"10.1869158"	"1.484783"	"RELL1"	"RELT like 1"
"228717_at"	"1.39e-06"	"1.11e-08"	"-8.979336"	"10.1040492"	"-1.8083241"	""	""
"229168_at"	"1.46e-06"	"1.17e-08"	"8.951121"	"10.0508164"	"2.9226796"	"COL23A1"	"collagen type XXIII alpha 1 chain"
"237334_at"	"1.48e-06"	"1.20e-08"	"-8.939716"	"10.0292669"	"-2.4453727"	"SFXN2"	"sideroflexin 2"
"225897_at"	"1.50e-06"	"1.22e-08"	"8.932637"	"10.0158834"	"1.7558616"	"MARCKS"	"myristoylated alanine rich protein kinase C substrate"
"228964_at"	"1.50e-06"	"1.23e-08"	"8.927657"	"10.0064641"	"1.8825919"	"PRDM1"	"PR/SET domain 1"
"230493_at"	"1.56e-06"	"1.28e-08"	"-8.905756"	"9.9649998"	"-1.7999717"	"SHISA2"	"shisa family member 2"
"242579_at"	"1.59e-06"	"1.31e-08"	"-8.891967"	"9.9388601"	"-2.1379576"	"BMPR1B"	"bone morphogenetic protein receptor type 1B"
"235256_s_at"	"1.60e-06"	"1.33e-08"	"-8.883722"	"9.9232179"	"-1.9452709"	"GALM"	"galactose mutarotase"
"236474_at"	"1.60e-06"	"1.34e-08"	"8.883099"	"9.9220341"	"2.5336596"	""	""
"226492_at"	"1.60e-06"	"1.34e-08"	"-8.880103"	"9.9163488"	"-2.3987994"	"SEMA6D"	"semaphorin 6D"
