"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10376507"	"0.000079"	"1.36e-07"	"7.7138057"	"7.68231"	"0.7041657"	"4933439C10Rik"	"RIKEN cDNA 4933439C10 gene"
"10339145"	"0.000083"	"1.45e-07"	"7.6820728"	"7.62017"	"1.4430082"	""	""
"10458183"	"0.0000839"	"1.50e-07"	"-7.6645031"	"7.58569"	"-0.7782019"	"Gfra3"	"glial cell line derived neurotrophic factor family receptor alpha 3"
"10580382"	"0.0000839"	"1.52e-07"	"7.6590998"	"7.57508"	"1.5803504"	"Neto2"	"neuropilin (NRP) and tolloid (TLL)-like 2"
"10498775"	"0.0000839"	"1.61e-07"	"7.6303521"	"7.51856"	"0.5073393"	"Golim4"	"golgi integral membrane protein 4"
"10368596"	"0.0000839"	"1.63e-07"	"-7.6249066"	"7.50784"	"-0.3997387"	"Nkain2"	"Na+/K+ transporting ATPase interacting 2"
"10569344"	"0.0000839"	"1.66e-07"	"-7.615853"	"7.49"	"-0.8145289"	"Igf2"	"insulin-like growth factor 2"
"10345101"	"0.0000839"	"1.66e-07"	"7.6147517"	"7.48783"	"1.2323731"	"Col9a1"	"collagen, type IX, alpha 1"
"10379262"	"0.0000839"	"1.67e-07"	"7.6135594"	"7.48548"	"0.6979276"	"Nf1"	"neurofibromatosis 1"
"10379363"	"0.0000839"	"1.68e-07"	"7.6103809"	"7.47922"	"0.6017101"	"Atad5"	"ATPase family, AAA domain containing 5"
"10502042"	"0.0000839"	"1.69e-07"	"7.6084525"	"7.47541"	"0.7572633"	"Alpk1"	"alpha-kinase 1"
"10353460"	"0.0000839"	"1.70e-07"	"7.6050102"	"7.46863"	"1.7488331"	"Kcnq5"	"potassium voltage-gated channel, subfamily Q, member 5"
"10574033"	"0.0000864"	"1.80e-07"	"7.5760979"	"7.41154"	"0.5852279"	"Nup93"	"nucleoporin 93"
"10428004"	"0.0000864"	"1.80e-07"	"-7.5760274"	"7.4114"	"-0.7463571"	"Ankrd33b"	"ankyrin repeat domain 33B"
"10349671"	"0.0000864"	"1.87e-07"	"7.559921"	"7.37955"	"2.6299947"	"Slc26a9"	"solute carrier family 26, member 9"
"10352815"	"0.0000864"	"1.87e-07"	"-7.5577656"	"7.37528"	"-0.5115402"	"Irf6"	"interferon regulatory factor 6"
"10596267"	"0.0000864"	"1.89e-07"	"7.5528822"	"7.36561"	"1.0519644"	"Dnajc13"	"DnaJ heat shock protein family (Hsp40) member C13"
"10523056"	"0.0000864"	"1.90e-07"	"7.5504334"	"7.36077"	"0.9565234"	""	""
"10407533"	"0.0000864"	"1.92e-07"	"-7.546102"	"7.35219"	"-0.5648036"	""	""
"10413897"	"0.0000874"	"1.97e-07"	"7.5346643"	"7.32952"	"0.8502321"	"Ercc6"	"excision repair cross-complementing rodent repair deficiency, complementation group 6"
"10497587"	"0.0000884"	"2.01e-07"	"7.5230489"	"7.30648"	"1.1332991"	"Yae1d1"	"Yae1 domain containing 1"
"10342305"	"0.0000885"	"2.06e-07"	"7.5123881"	"7.28531"	"1.1454201"	""	""
"10549770"	"0.0000885"	"2.10e-07"	"7.5039364"	"7.26852"	"0.4226659"	"U2af2"	"U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2"
"10389151"	"0.0000885"	"2.11e-07"	"7.5013626"	"7.26341"	"1.1178186"	"Slfn10-ps"	"schlafen 10, pseudogene"
"10413542"	"0.0000885"	"2.12e-07"	"-7.4979498"	"7.25662"	"-0.8390396"	"Tkt"	"transketolase"
"10339861"	"0.0000885"	"2.14e-07"	"7.4935931"	"7.24796"	"1.1318762"	""	""
"10426704"	"0.0000888"	"2.17e-07"	"-7.4865394"	"7.23393"	"-1.0030709"	"Kcnh3"	"potassium voltage-gated channel, subfamily H (eag-related), member 3"
"10523577"	"0.0000893"	"2.23e-07"	"-7.4747961"	"7.21055"	"-0.4958617"	""	""
"10519815"	"0.0000893"	"2.24e-07"	"7.4721816"	"7.20534"	"1.2420715"	"Cacna2d1"	"calcium channel, voltage-dependent, alpha2/delta subunit 1"
"10398366"	"0.0000893"	"2.27e-07"	"7.4665023"	"7.19402"	"2.0605982"	""	""
"10456296"	"0.0000893"	"2.29e-07"	"7.4626147"	"7.18628"	"2.0743089"	"Malt1"	"MALT1 paracaspase"
"10495416"	"0.0000901"	"2.33e-07"	"7.4528238"	"7.16675"	"0.7192711"	"Vav3"	"vav 3 oncogene"
"10352957"	"0.0000912"	"2.40e-07"	"7.4390679"	"7.13929"	"1.3795672"	"Rgs20"	"regulator of G-protein signaling 20"
"10394892"	"0.0000912"	"2.41e-07"	"7.4372771"	"7.13572"	"0.4588373"	"Cpsf3"	"cleavage and polyadenylation specificity factor 3"
"10344229"	"0.0000917"	"2.46e-07"	"7.426709"	"7.1146"	"1.1965671"	""	""
"10389025"	"0.0000917"	"2.48e-07"	"7.4244144"	"7.11001"	"0.611785"	"Myo1d"	"myosin ID"
"10447084"	"0.0000932"	"2.54e-07"	"-7.4118746"	"7.08493"	"-0.8081545"	"Galm"	"galactose mutarotase"
"10598603"	"0.0001018"	"2.80e-07"	"7.3650643"	"6.9911"	"1.1071346"	"Sytl5"	"synaptotagmin-like 5"
"10427997"	"0.0001021"	"2.86e-07"	"-7.3554981"	"6.97189"	"-0.7721357"	"Ankrd33b"	"ankyrin repeat domain 33B"
"10580484"	"0.0001021"	"2.87e-07"	"-7.35389"	"6.96865"	"-0.4073753"	"Heatr3"	"HEAT repeat containing 3"
"10542885"	"0.0001041"	"2.96e-07"	"7.3401804"	"6.94109"	"0.6273525"	"2810474O19Rik"	"RIKEN cDNA 2810474O19 gene"
"10596261"	"0.0001043"	"3.00e-07"	"7.3327668"	"6.92617"	"0.8990874"	"Dnajc13"	"DnaJ heat shock protein family (Hsp40) member C13"
"10406681"	"0.0001043"	"3.02e-07"	"7.3298767"	"6.92035"	"0.4899476"	"Ap3b1"	"adaptor-related protein complex 3, beta 1 subunit"
"10502284"	"0.0001044"	"3.05e-07"	"7.3246475"	"6.90982"	"0.6957325"	"Tet2"	"tet methylcytosine dioxygenase 2"
"10367982"	"0.0001047"	"3.15e-07"	"7.3105729"	"6.88146"	"1.444765"	"Adgrg6"	"adhesion G protein-coupled receptor G6"
"10598771"	"0.0001047"	"3.15e-07"	"7.3100962"	"6.8805"	"1.0090937"	"Maoa"	"monoamine oxidase A"
"10395356"	"0.0001047"	"3.15e-07"	"-7.309902"	"6.88011"	"-1.1951944"	"Agr3"	"anterior gradient 3"
"10604832"	"0.0001071"	"3.28e-07"	"7.2915266"	"6.84304"	"0.9212552"	"Mir505"	"microRNA 505"
"10461038"	"0.0001071"	"3.31e-07"	"-7.2860064"	"6.83189"	"-0.5953101"	"Macrod1"	"MACRO domain containing 1"
"10376446"	"0.0001071"	"3.37e-07"	"-7.2788113"	"6.81735"	"-0.5736112"	"Hist3h2a///Trim17"	"histone cluster 3, H2a///tripartite motif-containing 17"
"10403756"	"0.0001071"	"3.37e-07"	"7.2776239"	"6.81495"	"1.1907889"	"Yae1d1"	"Yae1 domain containing 1"
"10407916"	"0.0001071"	"3.37e-07"	"7.2776239"	"6.81495"	"1.1907889"	"Yae1d1"	"Yae1 domain containing 1"
"10416494"	"0.0001079"	"3.44e-07"	"-7.2688396"	"6.79719"	"-0.4546768"	""	""
"10597969"	"0.0001079"	"3.46e-07"	"7.2659553"	"6.79136"	"0.4894303"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10485963"	"0.0001092"	"3.56e-07"	"7.2529364"	"6.76502"	"1.0096258"	"Arhgap11a"	"Rho GTPase activating protein 11A"
"10462454"	"0.0001092"	"3.56e-07"	"7.251951"	"6.76302"	"0.5716451"	"Uhrf2"	"ubiquitin-like, containing PHD and RING finger domains 2"
"10460221"	"0.0001144"	"3.76e-07"	"7.2260452"	"6.71052"	"0.6799041"	"Chka"	"choline kinase alpha"
"10596255"	"0.0001166"	"3.87e-07"	"7.2129367"	"6.68391"	"0.8822048"	"Dnajc13"	"DnaJ heat shock protein family (Hsp40) member C13"
"10438854"	"0.0001175"	"3.97e-07"	"7.2008184"	"6.6593"	"2.5517174"	"Atp13a4"	"ATPase type 13A4"
"10340220"	"0.0001175"	"3.98e-07"	"7.2003665"	"6.65838"	"1.299525"	""	""
"10428008"	"0.0001175"	"4.00e-07"	"-7.1975207"	"6.65259"	"-0.7323176"	"Ankrd33b"	"ankyrin repeat domain 33B"
"10406934"	"0.0001202"	"4.12e-07"	"7.1831194"	"6.6233"	"1.4055643"	"Etv1"	"ets variant 1"
"10596257"	"0.0001224"	"4.26e-07"	"7.1677468"	"6.592"	"1.2960553"	"Dnajc13"	"DnaJ heat shock protein family (Hsp40) member C13"
"10554094"	"0.0001224"	"4.27e-07"	"7.1670666"	"6.59062"	"0.7909104"	"Igf1r"	"insulin-like growth factor I receptor"
"10340787"	"0.0001246"	"4.38e-07"	"-7.1548716"	"6.56576"	"-0.8108205"	""	""
"10562419"	"0.0001278"	"4.53e-07"	"-7.1394553"	"6.53431"	"-1.1005891"	"Lrp3"	"low density lipoprotein receptor-related protein 3"
"10414514"	"0.0001278"	"4.56e-07"	"7.1357069"	"6.52666"	"1.3135931"	"Pnp"	"purine-nucleoside phosphorylase"
"10427310"	"0.0001298"	"4.67e-07"	"7.1246645"	"6.5041"	"0.5107072"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10424340"	"0.0001313"	"4.85e-07"	"-7.1075395"	"6.46909"	"-0.6484267"	"Ndufb9"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9"
"10495173"	"0.0001313"	"4.86e-07"	"7.1058695"	"6.46567"	"0.652039"	"Lrif1"	"ligand dependent nuclear receptor interacting factor 1"
"10562651"	"0.0001313"	"4.88e-07"	"7.1040778"	"6.462"	"0.6561095"	"EU599041///Gm2381///Zfp975///Zfp976"	"expressed sequence EU599041///zinc finger protein 936 pseudogene///zinc finger protein 975///zinc finger protein 976"
"10338658"	"0.0001313"	"4.91e-07"	"-7.1011462"	"6.456"	"-0.7283516"	""	""
"10417579"	"0.0001313"	"4.92e-07"	"-7.1010833"	"6.45587"	"-0.4921095"	"4930452B06Rik"	"RIKEN cDNA 4930452B06 gene"
"10517587"	"0.0001313"	"4.97e-07"	"-7.095548"	"6.44454"	"-1.5133443"	"Alpl"	"alkaline phosphatase, liver/bone/kidney"
"10578989"	"0.0001313"	"5.00e-07"	"7.0930133"	"6.43935"	"0.6417796"	"Psd3"	"pleckstrin and Sec7 domain containing 3"
"10374426"	"0.0001313"	"5.07e-07"	"-7.0864665"	"6.42594"	"-0.5478976"	""	""
"10352928"	"0.0001313"	"5.08e-07"	"7.0853512"	"6.42365"	"0.7047727"	"Rp1"	"retinitis pigmentosa 1 (human)"
"10389561"	"0.0001313"	"5.10e-07"	"7.0834613"	"6.41978"	"0.7781291"	"Dhx40"	"DEAH (Asp-Glu-Ala-His) box polypeptide 40"
"10449142"	"0.0001313"	"5.13e-07"	"-7.0808494"	"6.41443"	"-0.7833499"	"Fam195a"	"family with sequence similarity 195, member A"
"10356886"	"0.0001324"	"5.21e-07"	"7.0736487"	"6.39966"	"1.0984025"	"Slco4c1"	"solute carrier organic anion transporter family, member 4C1"
"10383982"	"0.0001341"	"5.34e-07"	"-7.0622069"	"6.37618"	"-0.5878474"	"Znrf3"	"zinc and ring finger 3"
"10544932"	"0.0001341"	"5.38e-07"	"-7.0591137"	"6.36983"	"-1.8493614"	"Inmt"	"indolethylamine N-methyltransferase"
"10577882"	"0.0001341"	"5.39e-07"	"-7.0577011"	"6.36693"	"-0.5528825"	"Hgsnat"	"heparan-alpha-glucosaminide N-acetyltransferase"
"10551836"	"0.0001346"	"5.45e-07"	"-7.0528256"	"6.35692"	"-1.6262419"	"Cox7a1"	"cytochrome c oxidase subunit VIIa 1"
"10388532"	"0.0001346"	"5.51e-07"	"7.0482427"	"6.34751"	"0.8370409"	"Nxn"	"nucleoredoxin"
"10373467"	"0.0001346"	"5.53e-07"	"7.0464839"	"6.34389"	"0.922807"	"Erbb3"	"erb-b2 receptor tyrosine kinase 3"
"10466745"	"0.0001353"	"5.64e-07"	"7.0366274"	"6.32363"	"0.6486293"	"Tjp2"	"tight junction protein 2"
"10410892"	"0.0001353"	"5.68e-07"	"7.0337817"	"6.31778"	"0.904324"	"Rasa1"	"RAS p21 protein activator 1"
"10408767"	"0.0001353"	"5.69e-07"	"7.0328787"	"6.31592"	"0.6554232"	"Slc35b3"	"solute carrier family 35, member B3"
"10478291"	"0.0001353"	"5.71e-07"	"7.0313923"	"6.31286"	"0.5645872"	"Srsf6"	"serine/arginine-rich splicing factor 6"
"10469020"	"0.0001353"	"5.74e-07"	"7.028434"	"6.30678"	"0.6000607"	"Bend7"	"BEN domain containing 7"
"10369290"	"0.0001357"	"5.85e-07"	"7.0203279"	"6.29009"	"1.1499969"	"Ddit4"	"DNA-damage-inducible transcript 4"
"10461934"	"0.0001357"	"5.87e-07"	"7.0187686"	"6.28688"	"0.5405635"	"Trpm6"	"transient receptor potential cation channel, subfamily M, member 6"
"10468016"	"0.0001357"	"5.88e-07"	"-7.0177531"	"6.28479"	"-1.1300259"	"Ndufb8"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8"
"10482687"	"0.0001363"	"5.96e-07"	"7.0110405"	"6.27097"	"1.0275859"	"Arl5a"	"ADP-ribosylation factor-like 5A"
"10466925"	"0.0001363"	"6.01e-07"	"-7.0070975"	"6.26284"	"-0.5376154"	"Ak3"	"adenylate kinase 3"
"10343795"	"0.0001363"	"6.02e-07"	"7.0066581"	"6.26194"	"1.0688639"	""	""
"10369176"	"0.0001379"	"6.13e-07"	"6.9984754"	"6.24507"	"0.7865515"	"Tbc1d32"	"TBC1 domain family, member 32"
"10399505"	"0.0001401"	"6.26e-07"	"6.9882599"	"6.224"	"1.4980011"	"Greb1"	"gene regulated by estrogen in breast cancer protein"
"10586433"	"0.0001405"	"6.34e-07"	"-6.9826165"	"6.21235"	"-0.9116258"	"Rbpms2"	"RNA binding protein with multiple splicing 2"
"10520782"	"0.0001405"	"6.36e-07"	"6.9809312"	"6.20887"	"0.429721"	"Zfp512"	"zinc finger protein 512"
"10353522"	"0.0001428"	"6.50e-07"	"-6.9708042"	"6.18796"	"-0.5565467"	"Gm6420"	"predicted gene 6420"
"10560618"	"0.0001454"	"6.66e-07"	"-6.9596001"	"6.16481"	"-1.2810935"	"Apoc1"	"apolipoprotein C-I"
"10344674"	"0.0001454"	"6.71e-07"	"6.9566229"	"6.15865"	"1.2863109"	"Fam150a"	"family with sequence similarity 150, member A"
"10552240"	"0.0001463"	"6.81e-07"	"-6.9495694"	"6.14406"	"-0.5434851"	"E130304I02Rik"	"RIKEN cDNA E130304I02 gene"
"10397440"	"0.0001463"	"6.92e-07"	"-6.9420404"	"6.12848"	"-1.2142627"	"Esrrb"	"estrogen related receptor, beta"
"10581448"	"0.0001463"	"6.95e-07"	"6.9404195"	"6.12512"	"1.0965475"	"Dpep2"	"dipeptidase 2"
"10544148"	"0.0001463"	"6.96e-07"	"6.9396301"	"6.12349"	"0.8908429"	"Kdm7a"	"lysine (K)-specific demethylase 7A"
"10403604"	"0.0001463"	"6.97e-07"	"6.9390528"	"6.12229"	"1.69825"	"Lyst"	"lysosomal trafficking regulator"
"10587655"	"0.0001463"	"7.00e-07"	"6.9368785"	"6.11779"	"1.1597756"	"Zfp949"	"zinc finger protein 949"
"10472034"	"0.0001463"	"7.04e-07"	"-6.9340272"	"6.11189"	"-0.980248"	"Lypd6"	"LY6/PLAUR domain containing 6"
"10407929"	"0.0001463"	"7.16e-07"	"6.9264195"	"6.09612"	"2.2462608"	"Pou6f2"	"POU domain, class 6, transcription factor 2"
"10504690"	"0.0001463"	"7.21e-07"	"-6.9233399"	"6.08974"	"-0.6812004"	"Tmod1"	"tropomodulin 1"
"10383389"	"0.0001463"	"7.24e-07"	"-6.9213331"	"6.08558"	"-0.581468"	"Mrpl12"	"mitochondrial ribosomal protein L12"
"10562637"	"0.0001463"	"7.28e-07"	"6.9187616"	"6.08025"	"0.8578013"	"Ccnb1"	"cyclin B1"
"10524169"	"0.0001463"	"7.28e-07"	"6.9186314"	"6.07998"	"0.6667193"	"Pole"	"polymerase (DNA directed), epsilon"
"10382049"	"0.0001463"	"7.28e-07"	"6.9184986"	"6.0797"	"0.436002"	"Ddx42"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 42"
"10581674"	"0.0001485"	"7.44e-07"	"6.9089725"	"6.05995"	"0.5803042"	"Sf3b3"	"splicing factor 3b, subunit 3"
"10389786"	"0.0001489"	"7.52e-07"	"-6.9038374"	"6.04929"	"-1.0192375"	"Hlf"	"hepatic leukemia factor"
"10489872"	"0.0001489"	"7.57e-07"	"-6.9009825"	"6.04336"	"-0.7831333"	"Kcnb1"	"potassium voltage gated channel, Shab-related subfamily, member 1"
"10451943"	"0.0001489"	"7.58e-07"	"-6.9000909"	"6.04151"	"-0.5932316"	"Plin5"	"perilipin 5"
"10389269"	"0.0001509"	"7.75e-07"	"6.889968"	"6.02049"	"0.4668801"	"Aatf"	"apoptosis antagonizing transcription factor"
"10342680"	"0.0001509"	"7.86e-07"	"6.8832388"	"6.0065"	"1.2396228"	""	""
"10398364"	"0.0001509"	"7.87e-07"	"6.8827618"	"6.00551"	"1.8821049"	"DQ267102"	"snoRNA DQ267102"
"10561942"	"0.0001509"	"7.88e-07"	"-6.8822371"	"6.00442"	"-0.3791439"	"Kirrel2"	"kin of IRRE like 2 (Drosophila)"
"10445308"	"0.0001509"	"7.94e-07"	"6.8789473"	"5.99758"	"1.0076105"	"Cyp39a1"	"cytochrome P450, family 39, subfamily a, polypeptide 1"
"10591781"	"0.0001509"	"7.94e-07"	"6.8789325"	"5.99755"	"1.3340463"	"Anln"	"anillin, actin binding protein"
"10536908"	"0.0001512"	"8.03e-07"	"-6.8738098"	"5.9869"	"-1.1944558"	"Tspan33"	"tetraspanin 33"
"10604175"	"0.0001512"	"8.04e-07"	"-6.8731314"	"5.98549"	"-1.580778"	"Tmem255a"	"transmembrane protein 255A"
"10391490"	"0.0001514"	"8.09e-07"	"6.8699678"	"5.97891"	"0.8273516"	"Etv4"	"ets variant 4"
"10538269"	"0.0001541"	"8.28e-07"	"6.8594302"	"5.95698"	"1.0455669"	"Mpp6"	"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)"
"10430929"	"0.0001555"	"8.42e-07"	"6.8515052"	"5.94047"	"0.7857342"	"Tbrg3"	"transforming growth factor beta regulated gene 3"
"10543319"	"0.0001555"	"8.44e-07"	"6.8505121"	"5.9384"	"0.8088692"	"Fam3c"	"family with sequence similarity 3, member C"
