"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"238780_s_at"	"0.318"	"0.0003002"	"4.4251347"	"0.1755"	"1.914504"	"KCNJ5"	"potassium voltage-gated channel subfamily J member 5"
"223381_at"	"0.318"	"0.0003048"	"4.4183215"	"0.1637"	"1.9444478"	"NUF2"	"NUF2, NDC80 kinetochore complex component"
"237122_at"	"0.318"	"0.0003207"	"4.3957739"	"0.1245"	"1.5728918"	"WDR7"	"WD repeat domain 7"
"235258_at"	"0.318"	"0.0003207"	"4.3957679"	"0.1244"	"1.269184"	"DCP2"	"decapping mRNA 2"
"240652_at"	"0.318"	"0.000327"	"4.3871358"	"0.1094"	"2.1755151"	""	""
"241864_x_at"	"0.318"	"0.0003343"	"4.3774009"	"0.0925"	"3.1687887"	""	""
"236957_at"	"0.318"	"0.0003506"	"4.3563878"	"0.0558"	"1.7008969"	"CDCA2"	"cell division cycle associated 2"
"242165_at"	"0.318"	"0.0003595"	"-4.3452058"	"0.0363"	"-2.0103189"	"LRIG2"	"leucine rich repeats and immunoglobulin like domains 2"
"244382_at"	"0.318"	"0.0003646"	"-4.338996"	"0.0255"	"-2.2324297"	""	""
"244216_at"	"0.318"	"0.0003692"	"-4.3334378"	"0.0158"	"-3.5046156"	""	""
"238210_at"	"0.318"	"0.0003969"	"4.3014946"	"-0.0401"	"1.7513606"	""	""
"223562_at"	"0.318"	"0.0004025"	"4.2952453"	"-0.051"	"1.8170845"	"PARVG"	"parvin gamma"
"228532_at"	"0.318"	"0.0004191"	"4.2773445"	"-0.0823"	"2.1633089"	"C1orf162"	"chromosome 1 open reading frame 162"
"225248_at"	"0.318"	"0.0004216"	"-4.2747109"	"-0.087"	"-1.4248087"	"SPPL2B"	"signal peptide peptidase like 2B"
"243366_s_at"	"0.322"	"0.0004684"	"4.2282336"	"-0.1685"	"3.0682432"	"ITGA4"	"integrin subunit alpha 4"
"240689_at"	"0.322"	"0.0004806"	"-4.2168731"	"-0.1884"	"-0.9094917"	"REC114"	"REC114 meiotic recombination protein"
"226210_s_at"	"0.322"	"0.0004986"	"-4.2006419"	"-0.2169"	"-2.110877"	"MEG3"	"maternally expressed 3 (non-protein coding)"
"238551_at"	"0.322"	"0.0005446"	"4.1616775"	"-0.2855"	"1.7748991"	"FUT11"	"fucosyltransferase 11"
"240200_at"	"0.322"	"0.0005626"	"-4.1473563"	"-0.3107"	"-2.4176388"	"SULT1C2"	"sulfotransferase family 1C member 2"
"238544_at"	"0.322"	"0.0005834"	"-4.1313211"	"-0.339"	"-2.1398548"	""	""
"234869_at"	"0.322"	"0.0006173"	"-4.106441"	"-0.3829"	"-1.5954103"	"LOC152286"	"uncharacterized LOC152286"
"237108_x_at"	"0.322"	"0.0006219"	"-4.103159"	"-0.3887"	"-2.5375671"	"LINC00982"	"long intergenic non-protein coding RNA 982"
"240688_at"	"0.322"	"0.0006462"	"-4.0862294"	"-0.4186"	"-1.9982951"	"MGST1"	"microsomal glutathione S-transferase 1"
"240183_at"	"0.322"	"0.0007014"	"-4.0500822"	"-0.4825"	"-4.5422448"	"TMEM213"	"transmembrane protein 213"
"228581_at"	"0.322"	"0.0007605"	"-4.014387"	"-0.5457"	"-3.3742668"	"KCNJ10"	"potassium voltage-gated channel subfamily J member 10"
"227169_at"	"0.322"	"0.0007629"	"4.0130136"	"-0.5481"	"1.3205069"	"DNAJC18"	"DnaJ heat shock protein family (Hsp40) member C18"
"222876_s_at"	"0.322"	"0.0007713"	"4.0082045"	"-0.5566"	"2.4663652"	"ADAP2"	"ArfGAP with dual PH domains 2"
"230628_at"	"0.322"	"0.000778"	"-4.0043883"	"-0.5634"	"-1.4432123"	"EP400"	"E1A binding protein p400"
"233183_at"	"0.322"	"0.0008006"	"-3.991741"	"-0.5858"	"-4.0005258"	"SLC4A9"	"solute carrier family 4 member 9"
"240186_at"	"0.322"	"0.0008115"	"-3.9858208"	"-0.5963"	"-1.1686384"	""	""
"222773_s_at"	"0.322"	"0.0008269"	"3.9774998"	"-0.611"	"2.21943"	"GALNT12"	"polypeptide N-acetylgalactosaminyltransferase 12"
"242388_x_at"	"0.322"	"0.0008287"	"3.9765706"	"-0.6127"	"2.5440491"	"TAGAP"	"T-cell activation RhoGTPase activating protein"
"236641_at"	"0.322"	"0.0008392"	"3.9710206"	"-0.6225"	"2.0366072"	"KIF14"	"kinesin family member 14"
"235871_at"	"0.322"	"0.0008409"	"-3.9701211"	"-0.6241"	"-2.1593643"	"LIPH"	"lipase H"
"234012_at"	"0.322"	"0.0008731"	"3.9535667"	"-0.6535"	"1.6489059"	""	""
"232329_at"	"0.322"	"0.0008744"	"-3.9529012"	"-0.6547"	"-1.5493352"	"RANBP10"	"RAN binding protein 10"
"226743_at"	"0.322"	"0.0008795"	"3.9503121"	"-0.6593"	"1.9785315"	"SLFN11"	"schlafen family member 11"
"224790_at"	"0.322"	"0.0008797"	"3.9502216"	"-0.6594"	"1.857453"	"ASAP1"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
"243382_at"	"0.322"	"0.0008854"	"-3.9473904"	"-0.6645"	"-1.4715724"	"LOC101928647"	"uncharacterized LOC101928647"
"240541_at"	"0.322"	"0.000913"	"-3.9338658"	"-0.6885"	"-2.1526754"	""	""
"243672_at"	"0.322"	"0.0009138"	"-3.933448"	"-0.6892"	"-1.0165804"	"SALL3"	"spalt like transcription factor 3"
"244606_at"	"0.322"	"0.0009212"	"-3.9299276"	"-0.6954"	"-1.3092681"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"229383_at"	"0.322"	"0.0009626"	"3.9105261"	"-0.7299"	"1.4653114"	"MARCH1"	"membrane associated ring-CH-type finger 1"
"241381_at"	"0.322"	"0.0009699"	"3.9072113"	"-0.7358"	"1.6831828"	"CXorf36"	"chromosome X open reading frame 36"
"233388_at"	"0.322"	"0.0009727"	"-3.9059145"	"-0.7381"	"-1.5089996"	""	""
"236227_at"	"0.322"	"0.0009815"	"3.9019444"	"-0.7451"	"1.4201407"	"TMEM161B"	"transmembrane protein 161B"
"229597_s_at"	"0.322"	"0.0009831"	"3.901258"	"-0.7464"	"1.6734543"	"WDFY4"	"WDFY family member 4"
"225328_at"	"0.322"	"0.0009832"	"3.9011945"	"-0.7465"	"1.6266967"	"FBXO32"	"F-box protein 32"
"230264_s_at"	"0.322"	"0.0009979"	"3.8946392"	"-0.7581"	"1.1308822"	"AP1S2"	"adaptor related protein complex 1 sigma 2 subunit"
"226347_at"	"0.322"	"0.0010017"	"3.893002"	"-0.761"	"1.964242"	""	""
"223501_at"	"0.322"	"0.00102"	"3.8850101"	"-0.7752"	"1.7885031"	"TNFSF13B"	"tumor necrosis factor superfamily member 13b"
"244665_at"	"0.322"	"0.0010245"	"-3.8830446"	"-0.7787"	"-2.3145615"	""	""
"AFFX-r2-Hs28SrRNA-M_at"	"0.322"	"0.0010269"	"-3.882025"	"-0.7805"	"-1.4531733"	""	""
"230275_at"	"0.322"	"0.0010564"	"3.8695368"	"-0.8027"	"1.7331238"	"ARSI"	"arylsulfatase family member I"
"226853_at"	"0.322"	"0.0010593"	"3.8683409"	"-0.8049"	"1.1068527"	"BMP2K"	"BMP2 inducible kinase"
"242426_at"	"0.322"	"0.0010746"	"-3.8620124"	"-0.8161"	"-1.7463759"	"NRG4"	"neuregulin 4"
"236112_at"	"0.322"	"0.0010909"	"-3.855387"	"-0.8279"	"-1.9445262"	"LINC01096"	"long intergenic non-protein coding RNA 1096"
"228845_at"	"0.322"	"0.0010966"	"3.8530701"	"-0.832"	"1.819464"	"PLBD2"	"phospholipase B domain containing 2"
"229529_at"	"0.322"	"0.0011239"	"-3.8422266"	"-0.8513"	"-2.509191"	"TCF21"	"transcription factor 21"
"229341_at"	"0.322"	"0.0011555"	"-3.8300315"	"-0.873"	"-3.6085153"	"TFCP2L1"	"transcription factor CP2-like 1"
"230925_at"	"0.322"	"0.0011557"	"3.8299402"	"-0.8732"	"2.0245059"	"APBB1IP"	"amyloid beta precursor protein binding family B member 1 interacting protein"
"223303_at"	"0.322"	"0.0012163"	"3.8073987"	"-0.9133"	"2.3186368"	"FERMT3"	"fermitin family member 3"
"240116_at"	"0.322"	"0.001219"	"-3.806419"	"-0.915"	"-1.8044605"	""	""
"229296_at"	"0.322"	"0.0012312"	"-3.8020236"	"-0.9228"	"-1.6833509"	"LINC01503"	"long intergenic non-protein coding RNA 1503"
"241256_at"	"0.322"	"0.0012696"	"-3.7884932"	"-0.9469"	"-2.0128342"	"LOC101926934"	"uncharacterized LOC101926934"
"226497_s_at"	"0.322"	"0.0012914"	"3.7809738"	"-0.9603"	"2.1265416"	"FLT1"	"fms related tyrosine kinase 1"
"241726_at"	"0.322"	"0.0013012"	"-3.7776513"	"-0.9662"	"-1.5966959"	""	""
"231058_at"	"0.322"	"0.0013335"	"-3.7668358"	"-0.9855"	"-3.260343"	"FXYD4"	"FXYD domain containing ion transport regulator 4"
"233096_at"	"0.322"	"0.001355"	"3.7597561"	"-0.9981"	"1.7108624"	"KIAA1109"	"KIAA1109"
"225707_at"	"0.322"	"0.0013843"	"3.7503238"	"-1.0149"	"1.6447305"	"ARL6IP6"	"ADP ribosylation factor like GTPase 6 interacting protein 6"
"229012_at"	"0.322"	"0.0013956"	"-3.7467604"	"-1.0212"	"-2.1598375"	"C9orf24"	"chromosome 9 open reading frame 24"
"242176_at"	"0.322"	"0.001405"	"3.7437984"	"-1.0265"	"1.5418585"	"MEF2A"	"myocyte enhancer factor 2A"
"236630_at"	"0.322"	"0.0014091"	"-3.7425101"	"-1.0288"	"-4.5150979"	"AQP2"	"aquaporin 2"
"225645_at"	"0.322"	"0.0014264"	"-3.7371257"	"-1.0384"	"-2.5517736"	"EHF"	"ETS homologous factor"
"238450_at"	"0.322"	"0.0014483"	"-3.7303776"	"-1.0504"	"-1.2456945"	"PFKFB2"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"235214_at"	"0.322"	"0.0014942"	"-3.7166093"	"-1.075"	"-1.5319103"	"LURAP1"	"leucine rich adaptor protein 1"
"234538_at"	"0.322"	"0.0014961"	"3.7160574"	"-1.0759"	"2.3387881"	""	""
"229170_s_at"	"0.322"	"0.0014985"	"-3.71536"	"-1.0772"	"-0.9256027"	"CFAP70"	"cilia and flagella associated protein 70"
"241671_x_at"	"0.322"	"0.0015228"	"-3.7082377"	"-1.0899"	"-1.7751367"	"CASC15"	"cancer susceptibility candidate 15 (non-protein coding)"
"231701_s_at"	"0.322"	"0.0015237"	"-3.7079944"	"-1.0903"	"-2.0049675"	"SHMT1"	"serine hydroxymethyltransferase 1"
"241348_at"	"0.322"	"0.0015293"	"3.7063594"	"-1.0932"	"1.2066753"	"ZNF654"	"zinc finger protein 654"
"225140_at"	"0.322"	"0.0015397"	"3.7033649"	"-1.0986"	"2.2943314"	"KLF3"	"Kruppel like factor 3"
"233067_at"	"0.322"	"0.0015439"	"-3.702187"	"-1.1007"	"-1.9440469"	"PRDM11"	"PR/SET domain 11"
"230445_at"	"0.322"	"0.00155"	"-3.7004324"	"-1.1038"	"-1.4163256"	"BTBD17"	"BTB domain containing 17"
"226733_at"	"0.322"	"0.0015677"	"-3.6954216"	"-1.1127"	"-1.9504204"	"PFKFB2"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"200069_at"	"0.322"	"0.0015928"	"3.6884168"	"-1.1252"	"0.9582128"	"SART3"	"squamous cell carcinoma antigen recognized by T-cells 3"
"238756_at"	"0.322"	"0.0016234"	"3.6800133"	"-1.1402"	"1.7691186"	"GAS2L3"	"growth arrest specific 2 like 3"
"232737_s_at"	"0.322"	"0.0016308"	"3.6779922"	"-1.1438"	"2.4325454"	"ENPP3"	"ectonucleotide pyrophosphatase/phosphodiesterase 3"
"239143_x_at"	"0.322"	"0.0016454"	"3.6740603"	"-1.1508"	"1.5496122"	"RNF138"	"ring finger protein 138"
"239006_at"	"0.322"	"0.0016511"	"-3.6725328"	"-1.1535"	"-3.4836494"	"SLC26A7"	"solute carrier family 26 member 7"
"244890_at"	"0.322"	"0.0016666"	"-3.6684057"	"-1.1609"	"-2.7879483"	""	""
"239007_at"	"0.322"	"0.001688"	"3.6627579"	"-1.1709"	"1.7738456"	"ZNF616"	"zinc finger protein 616"
"239381_at"	"0.322"	"0.0016935"	"-3.6613333"	"-1.1735"	"-0.9271802"	"KLK7"	"kallikrein related peptidase 7"
"229146_at"	"0.322"	"0.0017003"	"3.6595688"	"-1.1766"	"0.9566231"	"C7orf31"	"chromosome 7 open reading frame 31"
"240239_at"	"0.322"	"0.0017044"	"3.6585027"	"-1.1785"	"1.337157"	"ZNF566"	"zinc finger protein 566"
"234816_at"	"0.322"	"0.0017271"	"3.6526652"	"-1.1889"	"1.5663558"	"LINC00521"	"long intergenic non-protein coding RNA 521"
"234299_s_at"	"0.322"	"0.0017295"	"3.652039"	"-1.19"	"2.0134187"	"NIN"	"ninein"
"242275_at"	"0.322"	"0.0017589"	"-3.6445864"	"-1.2033"	"-2.7453853"	""	""
"226018_at"	"0.322"	"0.0017619"	"-3.643847"	"-1.2046"	"-1.6909191"	"MTURN"	"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"226382_at"	"0.322"	"0.001772"	"3.6413095"	"-1.2091"	"1.547769"	""	""
"222508_s_at"	"0.322"	"0.0017859"	"-3.6378556"	"-1.2153"	"-1.5810334"	"ARGLU1"	"arginine and glutamate rich 1"
"231990_at"	"0.322"	"0.0017994"	"3.6345415"	"-1.2212"	"1.0867928"	"MIR6125///USP15"	"microRNA 6125///ubiquitin specific peptidase 15"
"235771_at"	"0.322"	"0.0018084"	"-3.6323159"	"-1.2252"	"-1.0869363"	"LINC00472"	"long intergenic non-protein coding RNA 472"
"230402_at"	"0.322"	"0.0018109"	"-3.6317196"	"-1.2262"	"-1.4940065"	"DUSP15"	"dual specificity phosphatase 15"
"236407_at"	"0.322"	"0.001812"	"-3.6314459"	"-1.2267"	"-3.2213591"	"KCNE1"	"potassium voltage-gated channel subfamily E regulatory subunit 1"
"242281_at"	"0.322"	"0.0018194"	"3.6296346"	"-1.2299"	"2.0689969"	"GLUL"	"glutamate-ammonia ligase"
"232622_at"	"0.322"	"0.0018418"	"-3.6242392"	"-1.2396"	"-1.6468956"	""	""
"235631_at"	"0.322"	"0.0018472"	"3.6229328"	"-1.2419"	"1.2921946"	"DDR2"	"discoidin domain receptor tyrosine kinase 2"
"225149_at"	"0.322"	"0.0018508"	"3.6220906"	"-1.2434"	"1.4650705"	"PCID2"	"PCI domain containing 2"
"240304_s_at"	"0.322"	"0.0018589"	"-3.620159"	"-1.2468"	"-1.7532817"	"TMC5"	"transmembrane channel like 5"
"244384_at"	"0.322"	"0.0018777"	"-3.6156938"	"-1.2548"	"-2.1336669"	""	""
"227194_at"	"0.322"	"0.0018861"	"-3.613725"	"-1.2583"	"-2.1878745"	"FAM3B"	"family with sequence similarity 3 member B"
"AFFX-HUMRGE/M10098_3_at"	"0.322"	"0.0018984"	"-3.6108466"	"-1.2634"	"-2.5109017"	""	""
"222774_s_at"	"0.322"	"0.0019009"	"3.6102749"	"-1.2645"	"2.3464227"	"NETO2"	"neuropilin and tolloid like 2"
"227266_s_at"	"0.322"	"0.0019379"	"3.601743"	"-1.2797"	"1.2953333"	"FYB"	"FYN binding protein"
"240154_at"	"0.322"	"0.0019444"	"3.6002652"	"-1.2823"	"1.358832"	""	""
"240413_at"	"0.322"	"0.0020058"	"3.5865097"	"-1.3068"	"2.079168"	"PYHIN1"	"pyrin and HIN domain family member 1"
"231084_at"	"0.322"	"0.0020395"	"-3.5791536"	"-1.3199"	"-1.5121408"	"CFAP43"	"cilia and flagella associated protein 43"
"229302_at"	"0.322"	"0.0020439"	"-3.578186"	"-1.3216"	"-1.7888425"	"TMEM178A"	"transmembrane protein 178A"
"AFFX-r2-Hs18SrRNA-5_at"	"0.322"	"0.0020616"	"-3.5743684"	"-1.3284"	"-2.821545"	""	""
"238278_at"	"0.322"	"0.0020738"	"-3.5717633"	"-1.3331"	"-1.8294273"	""	""
"227450_at"	"0.322"	"0.0020853"	"-3.5693166"	"-1.3374"	"-1.7234283"	"ERP27"	"endoplasmic reticulum protein 27"
"243843_at"	"0.322"	"0.0021048"	"3.5651926"	"-1.3448"	"1.0701135"	"N4BP2L1"	"NEDD4 binding protein 2 like 1"
"227560_at"	"0.322"	"0.0021109"	"-3.5639308"	"-1.347"	"-1.8737901"	"SFXN2"	"sideroflexin 2"
"222847_s_at"	"0.322"	"0.0021124"	"3.5636151"	"-1.3476"	"3.4353473"	"EGLN3"	"egl-9 family hypoxia inducible factor 3"
"239593_at"	"0.322"	"0.0021179"	"-3.5624647"	"-1.3496"	"-3.1712616"	"TMEM213"	"transmembrane protein 213"
"233923_at"	"0.322"	"0.0021215"	"-3.5617076"	"-1.351"	"-1.4087295"	"ARHGAP42"	"Rho GTPase activating protein 42"
"223519_at"	"0.322"	"0.0021329"	"3.5593327"	"-1.3552"	"1.2145792"	"ZAK"	"sterile alpha motif and leucine zipper containing kinase AZK"
"242517_at"	"0.322"	"0.0021771"	"3.5502567"	"-1.3714"	"2.8251432"	"KISS1R"	"KISS1 receptor"
"224252_s_at"	"0.322"	"0.002184"	"3.5488411"	"-1.3739"	"1.4191762"	"FXYD5"	"FXYD domain containing ion transport regulator 5"
"229059_at"	"0.322"	"0.0021888"	"-3.547879"	"-1.3756"	"-1.8284513"	"FAM225B///FAM225A"	"family with sequence similarity 225 member B (non-protein coding)///family with sequence similarity 225 member A (non-protein coding)"
"227868_at"	"0.322"	"0.0021998"	"3.5456514"	"-1.3796"	"1.3819616"	"LOC154761"	"family with sequence similarity 115, member C pseudogene"
"AFFX-r2-Hs28SrRNA-5_at"	"0.322"	"0.002204"	"-3.5448115"	"-1.3811"	"-3.4527366"	""	""
"227642_at"	"0.322"	"0.0022072"	"-3.5441649"	"-1.3822"	"-3.7649373"	"TFCP2L1"	"transcription factor CP2-like 1"
"231499_s_at"	"0.322"	"0.0022081"	"-3.5439979"	"-1.3825"	"-1.8874318"	""	""
"237224_at"	"0.322"	"0.0022196"	"-3.5417008"	"-1.3866"	"-1.7042517"	"LINC00853"	"long intergenic non-protein coding RNA 853"
"231311_at"	"0.322"	"0.0022326"	"-3.5391144"	"-1.3912"	"-2.5829408"	""	""
"227342_s_at"	"0.322"	"0.0022585"	"3.5340027"	"-1.4003"	"2.4971044"	"MYEOV"	"myeloma overexpressed"
"239702_x_at"	"0.322"	"0.0022604"	"-3.5336328"	"-1.401"	"-1.5004165"	""	""
"223704_s_at"	"0.322"	"0.0022989"	"-3.5261521"	"-1.4143"	"-2.5219518"	"DMRT2"	"doublesex and mab-3 related transcription factor 2"
"223748_at"	"0.322"	"0.0023071"	"-3.5245695"	"-1.4171"	"-1.3785855"	"SLC4A11"	"solute carrier family 4 member 11"
"233852_at"	"0.322"	"0.0023217"	"3.5217713"	"-1.4221"	"2.1429291"	"POLH"	"DNA polymerase eta"
"242116_x_at"	"0.322"	"0.0023332"	"3.5195802"	"-1.426"	"2.0597686"	""	""
"233981_at"	"0.322"	"0.0023453"	"-3.5172922"	"-1.4301"	"-1.2056546"	"RCL1"	"RNA terminal phosphate cyclase like 1"
"230084_at"	"0.322"	"0.0023513"	"-3.5161655"	"-1.4321"	"-1.8483958"	"SLC30A2"	"solute carrier family 30 member 2"
"242219_at"	"0.322"	"0.0023743"	"-3.5118358"	"-1.4398"	"-1.5578848"	"LINC01588"	"long intergenic non-protein coding RNA 1588"
"233655_s_at"	"0.322"	"0.0023886"	"3.5091868"	"-1.4445"	"1.4937661"	"HAUS6"	"HAUS augmin like complex subunit 6"
"230747_s_at"	"0.322"	"0.0024006"	"3.5069543"	"-1.4485"	"1.9972423"	"TTC39C"	"tetratricopeptide repeat domain 39C"
"242331_x_at"	"0.322"	"0.0024067"	"3.5058383"	"-1.4505"	"1.9208778"	"FRG1JP"	"FSHD region gene 1 family member J, pseudogene"
"238248_at"	"0.322"	"0.0024201"	"-3.5033731"	"-1.4549"	"-2.3210696"	""	""
"227238_at"	"0.322"	"0.0024308"	"-3.5014173"	"-1.4584"	"-3.0635855"	"MUC15"	"mucin 15, cell surface associated"
"AFFX-HUMRGE/M10098_5_at"	"0.322"	"0.0024309"	"-3.5014011"	"-1.4584"	"-3.19006"	""	""
"236892_s_at"	"0.322"	"0.0024342"	"-3.5008043"	"-1.4595"	"-2.2247928"	"HOXB-AS3"	"HOXB cluster antisense RNA 3"
"228018_at"	"0.322"	"0.0024441"	"-3.4989974"	"-1.4627"	"-2.7757511"	"NKAIN4"	"Na+/K+ transporting ATPase interacting 4"
"227719_at"	"0.322"	"0.0024664"	"3.4949747"	"-1.4698"	"1.7266543"	"SMAD9"	"SMAD family member 9"
"226498_at"	"0.322"	"0.0024756"	"3.4933332"	"-1.4728"	"2.3460017"	"FLT1"	"fms related tyrosine kinase 1"
"229510_at"	"0.322"	"0.0024844"	"3.491747"	"-1.4756"	"1.1409175"	"MS4A14"	"membrane spanning 4-domains A14"
"225973_at"	"0.322"	"0.0024894"	"3.4908686"	"-1.4772"	"1.2425803"	"TAP2"	"transporter 2, ATP binding cassette subfamily B member"
"228954_at"	"0.322"	"0.002498"	"-3.489328"	"-1.4799"	"-1.6045867"	"LYSMD4"	"LysM domain containing 4"
"240704_at"	"0.322"	"0.0025405"	"3.4818423"	"-1.4932"	"1.3361155"	""	""
"226503_at"	"0.322"	"0.0025666"	"3.4773097"	"-1.5013"	"1.4996545"	"RIF1"	"replication timing regulatory factor 1"
"233821_at"	"0.322"	"0.0025825"	"-3.474583"	"-1.5061"	"-1.9736934"	""	""
"230464_at"	"0.322"	"0.0026041"	"3.4708721"	"-1.5127"	"2.0973602"	"S1PR5"	"sphingosine-1-phosphate receptor 5"
"236696_at"	"0.322"	"0.0026281"	"3.466808"	"-1.52"	"1.1302992"	"U2SURP"	"U2 snRNP associated SURP domain containing"
"228616_at"	"0.322"	"0.0026298"	"-3.4665207"	"-1.5205"	"-1.7390351"	"POLRMT"	"RNA polymerase mitochondrial"
"237050_at"	"0.322"	"0.0026616"	"-3.461188"	"-1.53"	"-1.3233854"	""	""
"238862_at"	"0.322"	"0.0026909"	"-3.456331"	"-1.5386"	"-1.1771796"	"MFSD4A"	"major facilitator superfamily domain containing 4A"
"230323_s_at"	"0.322"	"0.0027006"	"-3.4547275"	"-1.5415"	"-2.4085414"	"TMEM45B"	"transmembrane protein 45B"
"225057_at"	"0.322"	"0.0027249"	"3.450756"	"-1.5485"	"1.572183"	"SLC15A4"	"solute carrier family 15 member 4"
"240910_at"	"0.322"	"0.0027313"	"-3.4497227"	"-1.5504"	"-4.3507118"	""	""
"229740_at"	"0.322"	"0.0027378"	"-3.4486661"	"-1.5523"	"-1.8187246"	"SMIM5"	"small integral membrane protein 5"
"240899_at"	"0.322"	"0.0027494"	"3.4467829"	"-1.5556"	"2.0190393"	""	""
"235177_at"	"0.322"	"0.0027536"	"3.4461014"	"-1.5568"	"0.9837363"	"METTL21A"	"methyltransferase like 21A"
"233839_at"	"0.322"	"0.0027583"	"-3.445343"	"-1.5582"	"-1.198283"	"EFCAB6"	"EF-hand calcium binding domain 6"
"227167_s_at"	"0.322"	"0.002772"	"3.4431403"	"-1.5621"	"1.5406593"	"RASSF3"	"Ras association domain family member 3"
"225297_at"	"0.322"	"0.0027788"	"3.4420639"	"-1.564"	"0.882851"	"HAUS1"	"HAUS augmin like complex subunit 1"
"242675_x_at"	"0.322"	"0.0027812"	"-3.4416714"	"-1.5647"	"-0.9395169"	""	""
"222471_s_at"	"0.322"	"0.0027857"	"3.440956"	"-1.566"	"0.7315912"	"KCMF1"	"potassium channel modulatory factor 1"
"223344_s_at"	"0.322"	"0.0027924"	"3.439894"	"-1.5679"	"1.3758571"	"MS4A7"	"membrane spanning 4-domains A7"
"236646_at"	"0.322"	"0.0028038"	"-3.4380826"	"-1.5711"	"-3.5535252"	"TMEM52B"	"transmembrane protein 52B"
"231135_at"	"0.322"	"0.0028121"	"-3.4367776"	"-1.5734"	"-1.115361"	"LOC151174"	"uncharacterized LOC151174"
"228634_s_at"	"0.322"	"0.0028195"	"3.435608"	"-1.5755"	"2.0373275"	"YBX3"	"Y-box binding protein 3"
"231136_at"	"0.324"	"0.0028567"	"-3.4297751"	"-1.5859"	"-1.0787012"	""	""
"230687_at"	"0.324"	"0.0028699"	"-3.4277316"	"-1.5895"	"-2.9518979"	"SLC13A3"	"solute carrier family 13 member 3"
"240285_at"	"0.324"	"0.0028883"	"-3.4248998"	"-1.5945"	"-2.5453579"	"AQP2"	"aquaporin 2"
"227367_at"	"0.324"	"0.0028916"	"3.4243836"	"-1.5954"	"0.9379902"	"SLCO3A1"	"solute carrier organic anion transporter family member 3A1"
"235276_at"	"0.324"	"0.0029107"	"3.4214538"	"-1.6006"	"1.0709284"	"EPSTI1"	"epithelial stromal interaction 1 (breast)"
"AFFX-r2-Hs28SrRNA-3_at"	"0.324"	"0.0029234"	"-3.4195328"	"-1.6041"	"-2.6914717"	""	""
"232617_at"	"0.324"	"0.0029288"	"3.4187121"	"-1.6055"	"1.7460488"	"CTSS"	"cathepsin S"
"232819_s_at"	"0.324"	"0.0029562"	"-3.4145615"	"-1.6129"	"-1.8965954"	"LTBR"	"lymphotoxin beta receptor"
"240034_at"	"0.324"	"0.0029593"	"-3.4140989"	"-1.6137"	"-1.5057906"	""	""
