"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"204743_at"	"0.175"	"0.00069302"	"-4.122919"	"-0.3029"	"-0.8984004"	"TAGLN3"	"transgelin 3"
"203797_at"	"0.175"	"0.00069407"	"-4.122225"	"-0.3042"	"-1.5218299"	"VSNL1"	"visinin like 1"
"218888_s_at"	"0.175"	"0.00070617"	"-4.114285"	"-0.3189"	"-1.3438146"	"NETO2"	"neuropilin and tolloid like 2"
"206067_s_at"	"0.175"	"0.00070667"	"4.113957"	"-0.3195"	"1.453218"	"WT1"	"Wilms tumor 1"
"206290_s_at"	"0.175"	"0.00071254"	"-4.110161"	"-0.3266"	"-1.1456962"	"RGS7"	"regulator of G-protein signaling 7"
"205297_s_at"	"0.175"	"0.00071755"	"4.106942"	"-0.3326"	"2.0271424"	"CD79B"	"CD79b molecule"
"201939_at"	"0.175"	"0.00072848"	"-4.099993"	"-0.3455"	"-1.9195908"	"PLK2"	"polo like kinase 2"
"219497_s_at"	"0.175"	"0.00072861"	"-4.099916"	"-0.3456"	"-1.1285442"	"BCL11A"	"B-cell CLL/lymphoma 11A"
"204912_at"	"0.175"	"0.00075136"	"4.085795"	"-0.3719"	"0.905035"	"IL10RA"	"interleukin 10 receptor subunit alpha"
"210558_at"	"0.175"	"0.00075224"	"4.085257"	"-0.3729"	"2.1050265"	"AKR1C4"	"aldo-keto reductase family 1, member C4"
"206481_s_at"	"0.175"	"0.0007538"	"-4.084309"	"-0.3746"	"-1.5521596"	"LDB2"	"LIM domain binding 2"
"210128_s_at"	"0.175"	"0.00077667"	"4.070586"	"-0.4002"	"1.761254"	"LTB4R"	"leukotriene B4 receptor"
"211056_s_at"	"0.175"	"0.00077891"	"-4.069263"	"-0.4026"	"-1.8257904"	"SRD5A1"	"steroid 5 alpha-reductase 1"
"217462_at"	"0.175"	"0.00079639"	"4.059076"	"-0.4216"	"1.5271207"	"MYRF"	"myelin regulatory factor"
"205398_s_at"	"0.175"	"0.00079887"	"4.057648"	"-0.4242"	"0.7281636"	"SMAD3"	"SMAD family member 3"
"219080_s_at"	"0.175"	"0.00079943"	"4.05733"	"-0.4248"	"1.1198846"	"CTPS2"	"CTP synthase 2"
"209915_s_at"	"0.175"	"0.00080036"	"-4.056794"	"-0.4258"	"-1.9385316"	"NRXN1"	"neurexin 1"
"205979_at"	"0.175"	"0.00080962"	"4.051514"	"-0.4357"	"2.2877823"	"SCGB2A1"	"secretoglobin family 2A member 1"
"203539_s_at"	"0.175"	"0.00081266"	"4.049795"	"-0.4389"	"1.494431"	"GFAP"	"glial fibrillary acidic protein"
"209763_at"	"0.175"	"0.00081792"	"-4.046837"	"-0.4444"	"-0.8222306"	"CHRDL1"	"chordin like 1"
"212943_at"	"0.176"	"0.00083565"	"-4.036998"	"-0.4627"	"-0.7387849"	"C2CD5"	"C2 calcium dependent domain containing 5"
"210358_x_at"	"0.176"	"0.00083762"	"4.035915"	"-0.4647"	"0.8656993"	"GATA2"	"GATA binding protein 2"
"209726_at"	"0.176"	"0.00084437"	"-4.032235"	"-0.4716"	"-0.7031292"	"CA11"	"carbonic anhydrase 11"
"203907_s_at"	"0.177"	"0.00086286"	"-4.022295"	"-0.4901"	"-0.9504991"	"IQSEC1"	"IQ motif and Sec7 domain 1"
"219615_s_at"	"0.177"	"0.00087162"	"4.017664"	"-0.4987"	"1.0210705"	"KCNK5"	"potassium two pore domain channel subfamily K member 5"
"203816_at"	"0.177"	"0.00087592"	"-4.015409"	"-0.5029"	"-2.0251084"	"DGUOK"	"deoxyguanosine kinase"
"209902_at"	"0.179"	"0.00089142"	"-4.007363"	"-0.5179"	"-1.9273668"	"ATR"	"ATR serine/threonine kinase"
"218306_s_at"	"0.179"	"0.00090167"	"-4.002117"	"-0.5277"	"-0.6509532"	"HERC1"	"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"
"215108_x_at"	"0.18"	"0.00091469"	"-3.995547"	"-0.5399"	"-1.1506388"	"TOX3"	"TOX high mobility group box family member 3"
"212428_at"	"0.18"	"0.00093158"	"-3.987157"	"-0.5556"	"-1.1137773"	"KIAA0368"	"KIAA0368"
"204337_at"	"0.18"	"0.00093173"	"-3.987085"	"-0.5557"	"-1.6118591"	"RGS4"	"regulator of G-protein signaling 4"
"222342_at"	"0.18"	"0.00094558"	"3.980319"	"-0.5683"	"1.9743754"	""	""
"208112_x_at"	"0.18"	"0.00094629"	"3.979973"	"-0.569"	"1.1079535"	"EHD1"	"EH domain containing 1"
"214607_at"	"0.188"	"0.00099615"	"-3.956441"	"-0.6129"	"-0.7169255"	"PAK3"	"p21 (RAC1) activated kinase 3"
"210511_s_at"	"0.188"	"0.00100494"	"3.952412"	"-0.6204"	"2.3651837"	"INHBA"	"inhibin beta A subunit"
"214874_at"	"0.188"	"0.00103755"	"-3.937777"	"-0.6477"	"-0.9941541"	"PKP4"	"plakophilin 4"
"213222_at"	"0.188"	"0.00103999"	"-3.936703"	"-0.6497"	"-1.1979341"	"PLCB1"	"phospholipase C beta 1"
"210546_x_at"	"0.188"	"0.00105226"	"3.931327"	"-0.6598"	"1.482197"	"CTAG1A///CTAG1B"	"cancer/testis antigen 1A///cancer/testis antigen 1B"
"215790_at"	"0.188"	"0.00106655"	"3.92515"	"-0.6713"	"0.8985125"	"AJAP1"	"adherens junctions associated protein 1"
"211677_x_at"	"0.188"	"0.00107784"	"-3.920325"	"-0.6803"	"-1.088039"	"CADM3"	"cell adhesion molecule 3"
"210033_s_at"	"0.188"	"0.00109478"	"3.913179"	"-0.6937"	"1.0158738"	"SPAG6"	"sperm associated antigen 6"
"206569_at"	"0.188"	"0.00109789"	"3.911882"	"-0.6961"	"1.3010558"	"IL24"	"interleukin 24"
"216190_x_at"	"0.188"	"0.00109901"	"-3.911415"	"-0.697"	"-1.3947646"	"ITGB1"	"integrin subunit beta 1"
"213197_at"	"0.188"	"0.00110846"	"-3.907491"	"-0.7043"	"-0.9686111"	"ASTN1"	"astrotactin 1"
"203643_at"	"0.188"	"0.00111654"	"3.904164"	"-0.7105"	"1.3778121"	"ERF"	"ETS2 repressor factor"
"201226_at"	"0.188"	"0.0011258"	"-3.900383"	"-0.7176"	"-0.7905081"	"NDUFB8"	"NADH:ubiquinone oxidoreductase subunit B8"
"222332_at"	"0.188"	"0.00114511"	"3.892594"	"-0.7322"	"2.5264671"	""	""
"220115_s_at"	"0.188"	"0.00115237"	"-3.889698"	"-0.7376"	"-0.7748065"	"CDH10"	"cadherin 10"
"204647_at"	"0.188"	"0.00115355"	"3.88923"	"-0.7384"	"1.0278007"	"HOMER3"	"homer scaffolding protein 3"
"208195_at"	"0.188"	"0.00116588"	"3.884358"	"-0.7475"	"1.0519385"	"TTN"	"titin"
"208329_at"	"0.188"	"0.00116963"	"3.882888"	"-0.7503"	"1.7819369"	"PBOV1"	"prostate and breast cancer overexpressed 1"
"203402_at"	"0.188"	"0.00117427"	"-3.881075"	"-0.7537"	"-0.6768918"	"KCNAB2"	"potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"210802_s_at"	"0.188"	"0.00117897"	"-3.879248"	"-0.7571"	"-1.8622716"	"DIMT1"	"DIM1 dimethyladenosine transferase 1 homolog"
"203680_at"	"0.188"	"0.00117919"	"-3.879161"	"-0.7573"	"-1.1019714"	"PRKAR2B"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"216394_x_at"	"0.188"	"0.00118391"	"3.877332"	"-0.7607"	"1.6666014"	""	""
"211651_s_at"	"0.188"	"0.00118505"	"-3.87689"	"-0.7615"	"-1.9012037"	"LAMB1"	"laminin subunit beta 1"
"202986_at"	"0.188"	"0.00118828"	"-3.875645"	"-0.7638"	"-0.6778953"	"ARNT2"	"aryl hydrocarbon receptor nuclear translocator 2"
"213268_at"	"0.188"	"0.00119499"	"-3.873065"	"-0.7687"	"-1.0495028"	"CAMTA1"	"calmodulin binding transcription activator 1"
"205328_at"	"0.189"	"0.00120969"	"-3.867465"	"-0.7791"	"-0.9645183"	"CLDN10"	"claudin 10"
"200715_x_at"	"0.192"	"0.00123828"	"3.856772"	"-0.7991"	"0.7127608"	"SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A"	"small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a"
"204557_s_at"	"0.194"	"0.00126164"	"-3.848214"	"-0.8151"	"-0.7906416"	"DZIP1"	"DAZ interacting zinc finger protein 1"
"210292_s_at"	"0.194"	"0.00127413"	"-3.843701"	"-0.8236"	"-1.339186"	"PCDH11Y///PCDH11X"	"protocadherin 11 Y-linked///protocadherin 11 X-linked"
"206622_at"	"0.194"	"0.00128454"	"3.839976"	"-0.8305"	"1.3984774"	"TRH"	"thyrotropin releasing hormone"
"203527_s_at"	"0.194"	"0.00129112"	"-3.837639"	"-0.8349"	"-2.053977"	"APC"	"APC, WNT signaling pathway regulator"
"209443_at"	"0.196"	"0.00131705"	"3.828533"	"-0.852"	"1.7980335"	"SERPINA5"	"serpin family A member 5"
"218050_at"	"0.196"	"0.00132463"	"-3.825908"	"-0.8569"	"-0.7111507"	"UFM1"	"ubiquitin fold modifier 1"
"39966_at"	"0.196"	"0.00132513"	"-3.825733"	"-0.8572"	"-0.7971245"	"CSPG5"	"chondroitin sulfate proteoglycan 5"
"210662_at"	"0.204"	"0.0013891"	"3.804151"	"-0.8976"	"2.7178096"	"KYNU"	"kynureninase"
"206101_at"	"0.205"	"0.00141458"	"3.79583"	"-0.9132"	"0.9488701"	"ECM2"	"extracellular matrix protein 2"
"202457_s_at"	"0.205"	"0.00142143"	"-3.793618"	"-0.9173"	"-1.1148877"	"PPP3CA"	"protein phosphatase 3 catalytic subunit alpha"
"206624_at"	"0.205"	"0.00143059"	"-3.790676"	"-0.9228"	"-2.283098"	"USP9Y"	"ubiquitin specific peptidase 9, Y-linked"
"217467_at"	"0.205"	"0.0014359"	"3.78898"	"-0.926"	"1.7728945"	"BTF3P13"	"basic transcription factor 3 pseudogene 13"
"222023_at"	"0.207"	"0.00146321"	"3.780358"	"-0.9421"	"1.2889844"	"AKAP13"	"A-kinase anchoring protein 13"
"208318_s_at"	"0.207"	"0.00147735"	"3.775954"	"-0.9504"	"1.023333"	"XYLB"	"xylulokinase"
"220801_s_at"	"0.207"	"0.00147947"	"3.775299"	"-0.9516"	"0.9297561"	"HAO2"	"hydroxyacid oxidase 2"
"205352_at"	"0.208"	"0.00151308"	"-3.765016"	"-0.9708"	"-1.5669255"	"SERPINI1"	"serpin family I member 1"
"217507_at"	"0.208"	"0.0015236"	"3.761844"	"-0.9768"	"1.5349616"	"SLC11A1"	"solute carrier family 11 member 1"
"216927_at"	"0.208"	"0.00153474"	"3.758509"	"-0.983"	"1.0152516"	"MAU2"	"MAU2 sister chromatid cohesion factor"
"212667_at"	"0.208"	"0.00153601"	"3.758129"	"-0.9837"	"1.4065702"	"SPARC"	"secreted protein acidic and cysteine rich"
"202262_x_at"	"0.208"	"0.00153973"	"3.757024"	"-0.9858"	"1.1761468"	"DDAH2"	"dimethylarginine dimethylaminohydrolase 2"
"205557_at"	"0.208"	"0.00154509"	"3.755432"	"-0.9888"	"0.7079689"	"LOC149684///BPI"	"uncharacterized LOC149684///bactericidal/permeability-increasing protein"
"207034_s_at"	"0.208"	"0.00155585"	"3.752254"	"-0.9947"	"1.0788565"	"GLI2"	"GLI family zinc finger 2"
"220317_at"	"0.208"	"0.00156303"	"3.750147"	"-0.9987"	"1.6012649"	"LRAT"	"lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)"
"208470_s_at"	"0.208"	"0.00158711"	"3.74315"	"-1.0118"	"1.7722181"	"HPR///HP"	"haptoglobin-related protein///haptoglobin"
"214640_at"	"0.208"	"0.00159065"	"3.742131"	"-1.0137"	"1.416174"	"UNC93A"	"unc-93 homolog A (C. elegans)"
"214722_at"	"0.208"	"0.00159377"	"3.741233"	"-1.0154"	"0.8476172"	"NOTCH2NL"	"notch 2 N-terminal like"
"217636_at"	"0.208"	"0.0016094"	"3.736765"	"-1.0237"	"1.6165702"	"POLG"	"DNA polymerase gamma, catalytic subunit"
"217468_at"	"0.208"	"0.00162295"	"3.732927"	"-1.0309"	"1.5116285"	"CYP2D6"	"cytochrome P450 family 2 subfamily D member 6"
"221048_x_at"	"0.208"	"0.00162802"	"3.7315"	"-1.0336"	"1.0230384"	"C17orf80"	"chromosome 17 open reading frame 80"
"205137_x_at"	"0.208"	"0.00164943"	"3.725519"	"-1.0448"	"1.2474195"	"USH1C"	"USH1 protein network component harmonin"
"204966_at"	"0.208"	"0.00166039"	"-3.722487"	"-1.0505"	"-0.7524804"	"ADGRB2"	"adhesion G protein-coupled receptor B2"
"214295_at"	"0.208"	"0.00166144"	"3.722198"	"-1.051"	"0.9278628"	"KIAA0485"	"uncharacterized LOC57235"
"220882_at"	"0.208"	"0.0016729"	"3.719053"	"-1.0569"	"1.1038982"	""	""
"206539_s_at"	"0.208"	"0.0016807"	"3.716922"	"-1.0609"	"1.9935919"	"CYP4F12"	"cytochrome P450 family 4 subfamily F member 12"
"204072_s_at"	"0.208"	"0.00169774"	"-3.712304"	"-1.0696"	"-1.0200746"	"FRY"	"FRY microtubule binding protein"
"220166_at"	"0.208"	"0.00169852"	"-3.712096"	"-1.0699"	"-0.836525"	"CNNM1"	"cyclin and CBS domain divalent metal cation transport mediator 1"
"221729_at"	"0.208"	"0.00170171"	"-3.711235"	"-1.0716"	"-2.0296183"	"COL5A2"	"collagen type V alpha 2 chain"
"220460_at"	"0.208"	"0.001706"	"-3.710083"	"-1.0737"	"-0.7388066"	"SLCO1C1"	"solute carrier organic anion transporter family member 1C1"
"213719_s_at"	"0.208"	"0.00170971"	"3.70909"	"-1.0756"	"1.4669626"	"SMARCA4"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"217190_x_at"	"0.208"	"0.00171977"	"3.706402"	"-1.0806"	"1.0309211"	"ESR1"	"estrogen receptor 1"
"38037_at"	"0.208"	"0.00172446"	"3.705155"	"-1.0829"	"0.7312451"	"HBEGF"	"heparin binding EGF like growth factor"
"209829_at"	"0.211"	"0.00177405"	"-3.692177"	"-1.1073"	"-1.0907938"	"FAM65B"	"family with sequence similarity 65 member B"
"216101_at"	"0.211"	"0.00178322"	"3.689818"	"-1.1117"	"1.3165284"	""	""
"215288_at"	"0.211"	"0.00178946"	"3.688218"	"-1.1147"	"1.6186198"	"TRPC2"	"transient receptor potential cation channel subfamily C member 2, pseudogene"
"218291_at"	"0.211"	"0.0018251"	"-3.67919"	"-1.1316"	"-0.5829078"	"LAMTOR2"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"221760_at"	"0.211"	"0.00184238"	"-3.674876"	"-1.1397"	"-1.087501"	"MAN1A1"	"mannosidase alpha class 1A member 1"
"202309_at"	"0.211"	"0.0018615"	"-3.670149"	"-1.1485"	"-0.709437"	"MTHFD1"	"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"215972_at"	"0.211"	"0.0018665"	"-3.66892"	"-1.1508"	"-1.8402717"	"PART1"	"prostate androgen-regulated transcript 1 (non-protein coding)"
"215159_s_at"	"0.211"	"0.00187718"	"3.666308"	"-1.1557"	"1.4186866"	"NADK"	"NAD kinase"
"209865_at"	"0.211"	"0.00188581"	"3.664208"	"-1.1596"	"0.8913279"	"SLC35A3"	"solute carrier family 35 member A3"
"200925_at"	"0.211"	"0.0018921"	"-3.662683"	"-1.1625"	"-0.8430443"	"COX6A1"	"cytochrome c oxidase subunit 6A1"
"207957_s_at"	"0.211"	"0.00189446"	"-3.662113"	"-1.1636"	"-1.5353113"	"PRKCB"	"protein kinase C beta"
"214486_x_at"	"0.211"	"0.00192194"	"3.65552"	"-1.1759"	"0.7223358"	"CFLAR"	"CASP8 and FADD like apoptosis regulator"
"217237_at"	"0.211"	"0.00192569"	"3.654625"	"-1.1776"	"1.7085682"	"ADAM3B"	"ADAM metallopeptidase domain 3B (pseudogene)"
