"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"205498_at"	"2.13e-12"	"5.94e-15"	"-1.16e+01"	"23.916976"	"-2.78"	"GHR"	"growth hormone receptor"
"220204_s_at"	"2.19e-12"	"6.19e-15"	"-1.16e+01"	"23.876698"	"-3.25"	"BMP8A"	"bone morphogenetic protein 8a"
"218573_at"	"2.60e-12"	"7.46e-15"	"-1.16e+01"	"23.692792"	"-9.63e-01"	"MAGEH1"	"MAGE family member H1"
"219059_s_at"	"2.63e-12"	"7.68e-15"	"-1.15e+01"	"23.66509"	"-3.25"	"LYVE1"	"lymphatic vessel endothelial hyaluronan receptor 1"
"213188_s_at"	"2.74e-12"	"8.12e-15"	"-1.15e+01"	"23.609806"	"-1.65"	"MINA"	"MYC induced nuclear antigen"
"202180_s_at"	"3.33e-12"	"1.00e-14"	"1.15e+01"	"23.403733"	"1.78"	"MVP"	"major vault protein"
"203221_at"	"3.67e-12"	"1.12e-14"	"-1.14e+01"	"23.294632"	"-1.76"	"TLE1"	"transducin like enhancer of split 1"
"205174_s_at"	"4.57e-12"	"1.41e-14"	"1.13e+01"	"23.065199"	"3.67"	"QPCT"	"glutaminyl-peptide cyclotransferase"
"204503_at"	"4.98e-12"	"1.59e-14"	"1.13e+01"	"22.952674"	"1.62"	"EVPL"	"envoplakin"
"201666_at"	"4.98e-12"	"1.59e-14"	"1.13e+01"	"22.951664"	"2.29"	"TIMP1"	"TIMP metallopeptidase inhibitor 1"
"202826_at"	"5.71e-12"	"1.85e-14"	"1.12e+01"	"22.803873"	"2.19"	"SPINT1"	"serine peptidase inhibitor, Kunitz type 1"
"207691_x_at"	"5.80e-12"	"1.90e-14"	"1.12e+01"	"22.776098"	"3.12"	"ENTPD1"	"ectonucleoside triphosphate diphosphohydrolase 1"
"204105_s_at"	"6.54e-12"	"2.17e-14"	"1.12e+01"	"22.644404"	"2.58"	"NRCAM"	"neuronal cell adhesion molecule"
"206806_at"	"6.80e-12"	"2.29e-14"	"-1.12e+01"	"22.592016"	"-2.96"	"DGKI"	"diacylglycerol kinase iota"
"208949_s_at"	"7.17e-12"	"2.44e-14"	"1.11e+01"	"22.528065"	"2.13"	"LGALS3"	"lectin, galactoside binding soluble 3"
"205640_at"	"7.94e-12"	"2.74e-14"	"1.11e+01"	"22.414547"	"1.81"	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"
"222056_s_at"	"8.38e-12"	"2.94e-14"	"-1.11e+01"	"22.347576"	"-1.63"	"FAHD2A"	"fumarylacetoacetate hydrolase domain containing 2A"
"203060_s_at"	"8.38e-12"	"2.98e-14"	"-1.11e+01"	"22.332218"	"-3.77"	"PAPSS2"	"3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"205876_at"	"8.38e-12"	"3.01e-14"	"-1.11e+01"	"22.322051"	"-1.87"	"LIFR"	"leukemia inhibitory factor receptor alpha"
"212803_at"	"8.38e-12"	"3.04e-14"	"1.11e+01"	"22.312286"	"2.26"	"NAB2"	"NGFI-A binding protein 2"
"203349_s_at"	"1.08e-11"	"3.97e-14"	"1.10e+01"	"22.052091"	"2.06"	"ETV5"	"ETS variant 5"
"204513_s_at"	"1.10e-11"	"4.20e-14"	"-1.10e+01"	"21.996636"	"-2.93"	"ELMO1"	"engulfment and cell motility 1"
"201368_at"	"1.10e-11"	"4.20e-14"	"-1.10e+01"	"21.995443"	"-1.33"	"ZFP36L2"	"ZFP36 ring finger protein like 2"
"208540_x_at"	"1.10e-11"	"4.21e-14"	"1.10e+01"	"21.993887"	"1.54"	""	""
"213308_at"	"1.12e-11"	"4.34e-14"	"-1.10e+01"	"21.964714"	"-2.65"	"SHANK2"	"SH3 and multiple ankyrin repeat domains 2"
"206209_s_at"	"1.20e-11"	"4.71e-14"	"-1.09e+01"	"21.883995"	"-4.29"	"CA4"	"carbonic anhydrase 4"
"217546_at"	"1.20e-11"	"4.75e-14"	"-1.09e+01"	"21.875926"	"-3.97"	"MT1M"	"metallothionein 1M"
"202071_at"	"1.27e-11"	"5.09e-14"	"1.09e+01"	"21.807972"	"2.27"	"SDC4"	"syndecan 4"
"210951_x_at"	"1.38e-11"	"5.62e-14"	"1.09e+01"	"21.710796"	"2.23"	"RAB27A"	"RAB27A, member RAS oncogene family"
"207981_s_at"	"1.38e-11"	"5.62e-14"	"-1.09e+01"	"21.710124"	"-2.22"	"ESRRG"	"estrogen related receptor gamma"
"218071_s_at"	"1.50e-11"	"6.19e-14"	"-1.08e+01"	"21.614914"	"-7.54e-01"	"MKRN2"	"makorin ring finger protein 2"
"221636_s_at"	"1.54e-11"	"6.41e-14"	"-1.08e+01"	"21.57998"	"-1.54"	"MARC2"	"mitochondrial amidoxime reducing component 2"
"207808_s_at"	"1.83e-11"	"7.73e-14"	"1.08e+01"	"21.397071"	"2.62"	"PROS1"	"protein S (alpha)"
"206542_s_at"	"1.83e-11"	"7.82e-14"	"-1.08e+01"	"21.385703"	"-1.02"	"SMARCA2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"203355_s_at"	"2.07e-11"	"8.92e-14"	"1.07e+01"	"21.2557"	"3.50"	"PSD3"	"pleckstrin and Sec7 domain containing 3"
"206208_at"	"3.12e-11"	"1.36e-13"	"-1.06e+01"	"20.841397"	"-3.64"	"CA4"	"carbonic anhydrase 4"
"216944_s_at"	"3.15e-11"	"1.39e-13"	"-1.06e+01"	"20.821656"	"-2.85"	"ITPR1"	"inositol 1,4,5-trisphosphate receptor type 1"
"221447_s_at"	"3.24e-11"	"1.44e-13"	"-1.05e+01"	"20.785445"	"-3.01"	"GLT8D2"	"glycosyltransferase 8 domain containing 2"
"215692_s_at"	"3.53e-11"	"1.58e-13"	"-1.05e+01"	"20.691988"	"-2.10"	"MPPED2"	"metallophosphoesterase domain containing 2"
"206214_at"	"3.65e-11"	"1.67e-13"	"-1.05e+01"	"20.640152"	"-2.20"	"PLA2G7"	"phospholipase A2 group VII"
"203287_at"	"3.65e-11"	"1.68e-13"	"1.05e+01"	"20.63261"	"1.64"	"LAD1"	"ladinin 1"
"209447_at"	"3.65e-11"	"1.69e-13"	"-1.05e+01"	"20.625931"	"-1.98"	"SYNE1"	"spectrin repeat containing nuclear envelope protein 1"
"210038_at"	"3.65e-11"	"1.70e-13"	"-1.05e+01"	"20.619073"	"-1.87"	"PRKCQ"	"protein kinase C theta"
"204918_s_at"	"4.13e-11"	"1.95e-13"	"-1.04e+01"	"20.488452"	"-1.73"	"MLLT3"	"MLLT3, super elongation complex subunit"
"209360_s_at"	"4.24e-11"	"2.02e-13"	"1.04e+01"	"20.45226"	"2.49"	"LOC101928269///LOC100506403///RUNX1"	"uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1"
"218613_at"	"4.38e-11"	"2.10e-13"	"1.04e+01"	"20.412475"	"3.01"	"PSD3"	"pleckstrin and Sec7 domain containing 3"
"210473_s_at"	"4.52e-11"	"2.19e-13"	"-1.04e+01"	"20.371366"	"-2.65"	"ADGRA3"	"adhesion G protein-coupled receptor A3"
"217165_x_at"	"5.70e-11"	"2.79e-13"	"-1.03e+01"	"20.133901"	"-2.81"	"MT1F"	"metallothionein 1F"
"209612_s_at"	"6.26e-11"	"3.09e-13"	"-1.03e+01"	"20.03342"	"-4.09"	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"215380_s_at"	"7.96e-11"	"3.97e-13"	"1.02e+01"	"19.787114"	"1.99"	"GGCT"	"gamma-glutamylcyclotransferase"
"212731_at"	"8.11e-11"	"4.08e-13"	"-1.02e+01"	"19.760592"	"-1.97"	"ANKRD46"	"ankyrin repeat domain 46"
"205612_at"	"9.62e-11"	"4.88e-13"	"-1.01e+01"	"19.583874"	"-2.54"	"MMRN1"	"multimerin 1"
"203980_at"	"1.02e-10"	"5.24e-13"	"-1.01e+01"	"19.513853"	"-4.72"	"FABP4"	"fatty acid binding protein 4"
"209803_s_at"	"1.03e-10"	"5.30e-13"	"1.01e+01"	"19.501519"	"2.61"	"PHLDA2"	"pleckstrin homology like domain family A member 2"
"220486_x_at"	"1.08e-10"	"5.61e-13"	"-1.01e+01"	"19.44571"	"-1.41"	"LOC101928589///TMEM164"	"uncharacterized LOC101928589///transmembrane protein 164"
"219778_at"	"1.14e-10"	"5.98e-13"	"-1.01e+01"	"19.383385"	"-3.14"	"ZFPM2"	"zinc finger protein, FOG family member 2"
"206498_at"	"1.19e-10"	"6.32e-13"	"-1.01e+01"	"19.327986"	"-1.90"	"OCA2"	"OCA2 melanosomal transmembrane protein"
"204328_at"	"1.19e-10"	"6.40e-13"	"1.01e+01"	"19.316526"	"2.20"	"TMC6"	"transmembrane channel like 6"
"219317_at"	"1.19e-10"	"6.43e-13"	"-1.01e+01"	"19.310924"	"-1.85"	"POLI"	"DNA polymerase iota"
"201749_at"	"1.19e-10"	"6.46e-13"	"1.01e+01"	"19.307349"	"1.55"	"ECE1"	"endothelin converting enzyme 1"
"202677_at"	"1.31e-10"	"7.15e-13"	"1.00e+01"	"19.206988"	"1.10"	"RASA1"	"RAS p21 protein activator 1"
"212024_x_at"	"1.34e-10"	"7.39e-13"	"1.00e+01"	"19.174923"	"7.09e-01"	"FLII"	"FLII, actin remodeling protein"
"203960_s_at"	"1.49e-10"	"8.28e-13"	"-9.97"	"19.06294"	"-1.48"	"HSPB11"	"heat shock protein family B (small) member 11"
"206517_at"	"1.52e-10"	"8.52e-13"	"-9.96"	"19.034335"	"-3.40"	"CDH16"	"cadherin 16"
"220974_x_at"	"1.55e-10"	"8.76e-13"	"9.95"	"19.006838"	"1.09"	"SFXN3"	"sideroflexin 3"
"218844_at"	"1.64e-10"	"9.35e-13"	"-9.93"	"18.942888"	"-1.46"	"ACSF2"	"acyl-CoA synthetase family member 2"
"209555_s_at"	"1.65e-10"	"9.46e-13"	"-9.93"	"18.931457"	"-2.70"	"CD36"	"CD36 molecule"
"205954_at"	"1.74e-10"	"1.01e-12"	"9.91"	"18.871044"	"4.13"	"RXRG"	"retinoid X receptor gamma"
"204633_s_at"	"1.84e-10"	"1.07e-12"	"-9.88"	"18.806592"	"-2.21"	"RPS6KA5"	"ribosomal protein S6 kinase A5"
"37408_at"	"1.94e-10"	"1.14e-12"	"9.87"	"18.748253"	"2.40"	"MRC2"	"mannose receptor C type 2"
"201012_at"	"2.02e-10"	"1.20e-12"	"9.85"	"18.699197"	"1.46"	"ANXA1"	"annexin A1"
"219049_at"	"2.06e-10"	"1.23e-12"	"-9.84"	"18.671537"	"-2.72"	"CSGALNACT1"	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"204606_at"	"2.09e-10"	"1.26e-12"	"-9.83"	"18.649437"	"-4.08"	"CCL21"	"C-C motif chemokine ligand 21"
"219195_at"	"2.19e-10"	"1.33e-12"	"-9.82"	"18.59857"	"-2.49"	"PPARGC1A"	"PPARG coactivator 1 alpha"
"203234_at"	"2.27e-10"	"1.38e-12"	"9.80"	"18.555522"	"1.98"	"UPP1"	"uridine phosphorylase 1"
"218549_s_at"	"2.43e-10"	"1.50e-12"	"-9.78"	"18.480032"	"-1.41"	"RMDN1"	"regulator of microtubule dynamics 1"
"204745_x_at"	"2.45e-10"	"1.51e-12"	"-9.77"	"18.467511"	"-2.40"	"MT1G"	"metallothionein 1G"
"219628_at"	"2.65e-10"	"1.65e-12"	"9.74"	"18.381713"	"2.27"	"ZMAT3"	"zinc finger matrin-type 3"
"213100_at"	"2.71e-10"	"1.70e-12"	"9.73"	"18.351845"	"1.68"	"UNC5B"	"unc-5 netrin receptor B"
"202350_s_at"	"2.92e-10"	"1.85e-12"	"-9.71"	"18.272865"	"-3.86"	"LOC100506558///MATN2"	"uncharacterized LOC100506558///matrilin 2"
"217226_s_at"	"2.96e-10"	"1.89e-12"	"9.70"	"18.251694"	"1.20"	"SFXN3"	"sideroflexin 3"
"213679_at"	"3.08e-10"	"1.98e-12"	"-9.69"	"18.205141"	"-2.09"	"TTC30A"	"tetratricopeptide repeat domain 30A"
"208848_at"	"3.21e-10"	"2.09e-12"	"-9.67"	"18.151079"	"-1.30"	"ADH5"	"alcohol dehydrogenase 5 (class III), chi polypeptide"
"213189_at"	"3.21e-10"	"2.09e-12"	"-9.67"	"18.150141"	"-1.81"	"MINA"	"MYC induced nuclear antigen"
"204985_s_at"	"3.23e-10"	"2.13e-12"	"-9.66"	"18.130326"	"-1.85"	"TRAPPC6A"	"trafficking protein particle complex 6A"
"222294_s_at"	"3.23e-10"	"2.14e-12"	"9.66"	"18.125763"	"1.86"	"RAB27A"	"RAB27A, member RAS oncogene family"
"220203_at"	"3.23e-10"	"2.15e-12"	"-9.66"	"18.123764"	"-2.81"	"BMP8A"	"bone morphogenetic protein 8a"
"208022_s_at"	"3.23e-10"	"2.16e-12"	"-9.66"	"18.11629"	"-1.28"	"CDC14B"	"cell division cycle 14B"
"220724_at"	"3.24e-10"	"2.18e-12"	"-9.66"	"18.107733"	"-2.10"	"CWH43"	"cell wall biogenesis 43 C-terminal homolog"
"202709_at"	"3.24e-10"	"2.21e-12"	"-9.65"	"18.094881"	"-2.14"	"FMOD"	"fibromodulin"
"203640_at"	"3.24e-10"	"2.23e-12"	"-9.65"	"18.083948"	"-9.00e-01"	"MBNL2"	"muscleblind like splicing regulator 2"
"209273_s_at"	"3.24e-10"	"2.24e-12"	"-9.65"	"18.0813"	"-8.04e-01"	"ISCA1"	"iron-sulfur cluster assembly 1"
"213234_at"	"3.24e-10"	"2.24e-12"	"-9.65"	"18.080637"	"-1.15"	"FAM234B"	"family with sequence similarity 234 member B"
"208758_at"	"3.30e-10"	"2.30e-12"	"9.64"	"18.057474"	"1.11"	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"212110_at"	"3.59e-10"	"2.52e-12"	"-9.61"	"17.967067"	"-1.73"	"SLC39A14"	"solute carrier family 39 member 14"
"219077_s_at"	"3.77e-10"	"2.66e-12"	"-9.59"	"17.913997"	"-1.80"	"WWOX"	"WW domain containing oxidoreductase"
"211596_s_at"	"4.03e-10"	"2.86e-12"	"-9.57"	"17.840683"	"-1.96"	"LRIG1"	"leucine rich repeats and immunoglobulin like domains 1"
"205083_at"	"4.12e-10"	"2.94e-12"	"-9.56"	"17.812458"	"-2.35"	"AOX1"	"aldehyde oxidase 1"
"201588_at"	"4.13e-10"	"2.98e-12"	"-9.55"	"17.798611"	"-9.89e-01"	"TXNL1"	"thioredoxin like 1"
"204061_at"	"4.13e-10"	"2.99e-12"	"-9.55"	"17.796877"	"-2.41"	"PRKX"	"protein kinase, X-linked"
"218901_at"	"4.13e-10"	"3.01e-12"	"-9.55"	"17.789515"	"-2.13"	"PLSCR4"	"phospholipid scramblase 4"
"209655_s_at"	"4.13e-10"	"3.02e-12"	"-9.55"	"17.786976"	"-2.29"	"TMEM47"	"transmembrane protein 47"
"207144_s_at"	"4.13e-10"	"3.05e-12"	"9.55"	"17.77769"	"5.49"	"CITED1"	"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"217728_at"	"4.13e-10"	"3.06e-12"	"9.55"	"17.773757"	"9.51e-01"	"S100A6"	"S100 calcium binding protein A6"
"204772_s_at"	"4.24e-10"	"3.16e-12"	"-9.54"	"17.742649"	"-7.88e-01"	"TTF1"	"transcription termination factor 1"
"209474_s_at"	"4.70e-10"	"3.53e-12"	"9.50"	"17.634356"	"2.88"	"ENTPD1"	"ectonucleoside triphosphate diphosphohydrolase 1"
"214308_s_at"	"4.74e-10"	"3.57e-12"	"-9.50"	"17.621054"	"-2.44"	"HGD"	"homogentisate 1,2-dioxygenase"
"204933_s_at"	"4.79e-10"	"3.63e-12"	"-9.49"	"17.604604"	"-3.87"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"213629_x_at"	"5.16e-10"	"3.94e-12"	"-9.47"	"17.525236"	"-3.13"	"MT1F"	"metallothionein 1F"
"209035_at"	"5.27e-10"	"4.05e-12"	"9.46"	"17.498248"	"2.85"	"MDK"	"midkine (neurite growth-promoting factor 2)"
"205171_at"	"5.32e-10"	"4.11e-12"	"-9.45"	"17.483336"	"-1.49"	"PTPN4"	"protein tyrosine phosphatase, non-receptor type 4"
"201474_s_at"	"5.40e-10"	"4.19e-12"	"9.45"	"17.46313"	"1.80"	"ITGA3"	"integrin subunit alpha 3"
"214745_at"	"5.46e-10"	"4.27e-12"	"-9.44"	"17.446266"	"-1.93"	"PLCH1"	"phospholipase C eta 1"
"200941_at"	"6.21e-10"	"4.88e-12"	"-9.40"	"17.314354"	"-1.35"	"HSBP1"	"heat shock factor binding protein 1"
"209814_at"	"6.32e-10"	"4.99e-12"	"-9.39"	"17.291199"	"-1.16"	"ZNF330"	"zinc finger protein 330"
"209613_s_at"	"7.00e-10"	"5.57e-12"	"-9.35"	"17.182689"	"-4.11"	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"210039_s_at"	"7.00e-10"	"5.59e-12"	"-9.35"	"17.179269"	"-1.89"	"PRKCQ"	"protein kinase C theta"
"219527_at"	"7.14e-10"	"5.74e-12"	"-9.35"	"17.153867"	"-1.99"	"MARC2"	"mitochondrial amidoxime reducing component 2"
"203386_at"	"7.80e-10"	"6.30e-12"	"-9.32"	"17.06171"	"-1.91"	"TBC1D4"	"TBC1 domain family member 4"
"211323_s_at"	"7.94e-10"	"6.45e-12"	"-9.31"	"17.039227"	"-3.37"	"ITPR1"	"inositol 1,4,5-trisphosphate receptor type 1"
"209116_x_at"	"8.28e-10"	"6.76e-12"	"-9.29"	"16.992087"	"-3.25"	"HBB"	"hemoglobin subunit beta"
"211276_at"	"8.50e-10"	"6.98e-12"	"-9.28"	"16.961307"	"-3.81"	"TCEAL2"	"transcription elongation factor A like 2"
"218005_at"	"8.78e-10"	"7.25e-12"	"-9.27"	"16.923072"	"-1.35"	"ZNF22"	"zinc finger protein 22"
"205923_at"	"9.17e-10"	"7.65e-12"	"-9.25"	"16.871078"	"-2.08"	"RELN"	"reelin"
"208712_at"	"9.17e-10"	"7.66e-12"	"9.25"	"16.869477"	"1.73"	"CCND1"	"cyclin D1"
"213839_at"	"9.50e-10"	"7.98e-12"	"-9.24"	"16.829379"	"-1.77"	"CLMN"	"calmin"
"204493_at"	"9.66e-10"	"8.15e-12"	"9.23"	"16.808066"	"1.96"	"BID"	"BH3 interacting domain death agonist"
"204288_s_at"	"9.76e-10"	"8.28e-12"	"-9.23"	"16.792534"	"-3.08"	"SORBS2"	"sorbin and SH3 domain containing 2"
"220108_at"	"1.06e-09"	"9.02e-12"	"-9.20"	"16.708239"	"-2.61"	"GNA14"	"G protein subunit alpha 14"
"206457_s_at"	"1.10e-09"	"9.45e-12"	"-9.19"	"16.662264"	"-5.62"	"DIO1"	"deiodinase, iodothyronine type I"
