"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10508800"	"6.16e-04"	"4.82e-07"	"-13.4338547"	"6.431459"	"-1.343221"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10573865"	"6.16e-04"	"4.82e-07"	"-13.4338547"	"6.431459"	"-1.343221"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10519239"	"6.16e-04"	"5.02e-07"	"-13.3687488"	"6.402104"	"-0.75139575"	"Gm10560"	"predicted gene 10560"
"10418180"	"6.16e-04"	"5.19e-07"	"13.3118804"	"6.376281"	"0.99853025"	"Plac9b///Gm9780///Plac9a"	"placenta specific 9b///predicted gene 9780///placenta specific 9a"
"10418205"	"6.16e-04"	"5.19e-07"	"13.3118804"	"6.376281"	"0.99853025"	"Plac9b///Gm9780///Plac9a"	"placenta specific 9b///predicted gene 9780///placenta specific 9a"
"10413243"	"6.27e-04"	"5.46e-07"	"13.2294227"	"6.338535"	"0.87564525"	"Duxbl2///Duxbl1"	"double homeobox B-like 2///double homeobox B-like 1"
"10487597"	"6.72e-04"	"6.05e-07"	"-13.065482"	"6.262402"	"-1.416673"	"Il1b"	"interleukin 1 beta"
"10542764"	"7.81e-04"	"7.28e-07"	"-12.7741616"	"6.123462"	"-0.89427025"	"Arntl2"	"aryl hydrocarbon receptor nuclear translocator-like 2"
"10607950"	"7.81e-04"	"7.46e-07"	"-12.7344944"	"6.104173"	"-2.1400135"	"G530011O06Rik"	"RIKEN cDNA G530011O06 gene"
"10413255"	"8.28e-04"	"8.38e-07"	"12.555098"	"6.015802"	"1.0419065"	"Duxbl2///Duxbl1"	"double homeobox B-like 2///double homeobox B-like 1"
"10413265"	"8.28e-04"	"8.38e-07"	"12.555098"	"6.015802"	"1.0419065"	"Duxbl2///Duxbl1"	"double homeobox B-like 2///double homeobox B-like 1"
"10387257"	"8.56e-04"	"8.91e-07"	"-12.4605218"	"5.968454"	"-1.249507"	"Alox8"	"arachidonate 8-lipoxygenase"
"10395805"	"1.64e-03"	"1.76e-06"	"-11.4613068"	"5.434116"	"-0.5677725"	"1700047I17Rik2///Fam177a"	"RIKEN cDNA 1700047I17 gene 2///family with sequence similarity 177, member A"
"10530406"	"1.92e-03"	"2.10e-06"	"-11.2082024"	"5.288213"	"-0.69320575"	"Gabra2"	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"10395770"	"2.36e-03"	"2.77e-06"	"-10.8295752"	"5.061331"	"-0.56177"	"1700047I17Rik2///Fam177a"	"RIKEN cDNA 1700047I17 gene 2///family with sequence similarity 177, member A"
"10395780"	"2.36e-03"	"2.77e-06"	"-10.8295752"	"5.061331"	"-0.56177"	"1700047I17Rik2///Fam177a"	"RIKEN cDNA 1700047I17 gene 2///family with sequence similarity 177, member A"
"10386359"	"2.36e-03"	"2.79e-06"	"10.8197767"	"5.055318"	"0.5005295"	"Guk1"	"guanylate kinase 1"
"10496077"	"2.39e-03"	"2.90e-06"	"-10.7706446"	"5.025057"	"-0.69740925"	"Etnppl"	"ethanolamine phosphate phospholyase"
"10511149"	"3.28e-03"	"4.24e-06"	"10.2680708"	"4.704683"	"0.70928025"	"Mrpl20"	"mitochondrial ribosomal protein L20"
"10504127"	"3.28e-03"	"4.43e-06"	"10.2120457"	"4.667708"	"1.358888"	"Gm21541///Gm1987///Gm13304///Gm10591///Ccl21b///Ccl21c///Ccl21a"	"predicted gene, 21541///predicted gene 1987///predicted gene 13304///predicted gene 10591///chemokine (C-C motif) ligand 21B (leucine)///chemokine (C-C motif) ligand 21C (leucine)///chemokine (C-C motif) ligand 21A (serine)"
"10504154"	"3.28e-03"	"4.43e-06"	"10.2120457"	"4.667708"	"1.358888"	"Gm21541///Gm1987///Gm13304///Gm10591///Ccl21b///Ccl21c///Ccl21a"	"predicted gene, 21541///predicted gene 1987///predicted gene 13304///predicted gene 10591///chemokine (C-C motif) ligand 21B (leucine)///chemokine (C-C motif) ligand 21C (leucine)///chemokine (C-C motif) ligand 21A (serine)"
"10504183"	"3.28e-03"	"4.43e-06"	"10.2120457"	"4.667708"	"1.358888"	"Gm21541///Gm1987///Gm13304///Gm10591///Ccl21b///Ccl21c///Ccl21a"	"predicted gene, 21541///predicted gene 1987///predicted gene 13304///predicted gene 10591///chemokine (C-C motif) ligand 21B (leucine)///chemokine (C-C motif) ligand 21C (leucine)///chemokine (C-C motif) ligand 21A (serine)"
"10512377"	"3.28e-03"	"4.43e-06"	"10.2120457"	"4.667708"	"1.358888"	"Gm21541///Gm1987///Gm13304///Gm10591///Ccl21b///Ccl21c///Ccl21a"	"predicted gene, 21541///predicted gene 1987///predicted gene 13304///predicted gene 10591///chemokine (C-C motif) ligand 21B (leucine)///chemokine (C-C motif) ligand 21C (leucine)///chemokine (C-C motif) ligand 21A (serine)"
"10578324"	"4.03e-03"	"5.55e-06"	"9.9266601"	"4.47527"	"0.373863"	"Mtus1"	"mitochondrial tumor suppressor 1"
"10486522"	"4.03e-03"	"5.67e-06"	"9.9000244"	"4.456953"	"0.385495"	"Zfp106"	"zinc finger protein 106"
"10531370"	"4.76e-03"	"6.82e-06"	"-9.6718861"	"4.297516"	"-0.5829625"	"Naaa"	"N-acylethanolamine acid amidase"
"10407072"	"5.63e-03"	"8.23e-06"	"9.444517"	"4.13395"	"0.68813"	"Elovl7"	"ELOVL family member 7, elongation of long chain fatty acids (yeast)"
"10474936"	"5.95e-03"	"9.03e-06"	"-9.3338971"	"4.052639"	"-0.8001635"	"Spint1"	"serine protease inhibitor, Kunitz type 1"
"10511258"	"5.95e-03"	"9.04e-06"	"-9.3320994"	"4.051308"	"-0.616755"	"Fam132a"	"family with sequence similarity 132, member A"
"10578504"	"6.59e-03"	"1.02e-05"	"-9.190521"	"3.945521"	"-0.50217875"	"1700029J07Rik"	"RIKEN cDNA 1700029J07 gene"
"10395739"	"6.73e-03"	"1.06e-05"	"-9.1452394"	"3.911279"	"-0.373445"	"Srp54c///Srp54b///Srp54a"	"signal recognition particle 54C///signal recognition particle 54B///signal recognition particle 54A"
"10598203"	"6.74e-03"	"1.08e-05"	"-9.1233794"	"3.894676"	"-0.5495795"	"Ccl28"	"chemokine (C-C motif) ligand 28"
"10441933"	"7.62e-03"	"1.24e-05"	"-8.960386"	"3.769401"	"-0.5633"	"Gm3435///9030025P20Rik///Ermard///Rbmxl1"	"predicted gene 3435///RIKEN cDNA 9030025P20 gene///ER membrane associated RNA degradation///RNA binding motif protein, X-linked like-1"
"10339071"	"8.01e-03"	"1.33e-05"	"8.8839094"	"3.709706"	"0.5156375"	""	""
"10578377"	"8.57e-03"	"1.45e-05"	"-8.7881684"	"3.634137"	"-0.5632725"	"Frg1"	"FSHD region gene 1"
"10457038"	"1.17e-02"	"2.00e-05"	"8.4279696"	"3.341257"	"0.3534605"	"Gm10524"	"predicted gene 10524"
"10435048"	"1.25e-02"	"2.18e-05"	"-8.3326484"	"3.261421"	"-0.52634175"	"Tctex1d2"	"Tctex1 domain containing 2"
"10415081"	"1.27e-02"	"2.35e-05"	"-8.252668"	"3.19366"	"-2.29107275"	""	""
"10520121"	"1.27e-02"	"2.35e-05"	"-8.252668"	"3.19366"	"-2.29107275"	""	""
"10578405"	"1.27e-02"	"2.35e-05"	"-8.252668"	"3.19366"	"-2.29107275"	""	""
"10586076"	"1.27e-02"	"2.35e-05"	"-8.252668"	"3.19366"	"-2.29107275"	""	""
"10406782"	"1.31e-02"	"2.48e-05"	"8.1962958"	"3.145472"	"0.721159"	"Fam169a"	"family with sequence similarity 169, member A"
"10566585"	"1.31e-02"	"2.50e-05"	"-8.1852681"	"3.136003"	"-0.605578"	"Gm1966"	"predicted gene 1966"
"10348456"	"1.31e-02"	"2.55e-05"	"-8.1666101"	"3.119952"	"-0.33583"	"Cops8"	"COP9 signalosome subunit 8"
"10510594"	"1.35e-02"	"2.66e-05"	"-8.1212094"	"3.08073"	"-0.83238225"	"Uts2"	"urotensin 2"
"10571752"	"1.52e-02"	"3.04e-05"	"-7.9805472"	"2.957714"	"-0.677739"	"Dctd"	"dCMP deaminase"
"10354563"	"1.62e-02"	"3.29e-05"	"-7.8994837"	"2.885777"	"-0.761036"	"Dnah7c///Dnah7a///Dnah7b"	"dynein, axonemal, heavy chain 7C///dynein, axonemal, heavy chain 7A///dynein, axonemal, heavy chain 7B"
"10605067"	"1.65e-02"	"3.38e-05"	"7.8698379"	"2.859276"	"0.51951825"	"Pnck"	"pregnancy upregulated non-ubiquitously expressed CaM kinase"
"10441952"	"1.80e-02"	"3.75e-05"	"-7.7633109"	"2.763191"	"-0.52132025"	"Gm3435///9030025P20Rik///Ermard///Rbmxl1"	"predicted gene 3435///RIKEN cDNA 9030025P20 gene///ER membrane associated RNA degradation///RNA binding motif protein, X-linked like-1"
"10346116"	"1.81e-02"	"3.83e-05"	"-7.7424804"	"2.744243"	"-0.54037475"	"Dnah7c"	"dynein, axonemal, heavy chain 7C"
"10551998"	"2.02e-02"	"4.31e-05"	"-7.6225981"	"2.634177"	"-0.39455"	""	""
"10346109"	"2.02e-02"	"4.38e-05"	"-7.6056616"	"2.618486"	"-0.59771525"	"Dnah7b"	"dynein, axonemal, heavy chain 7B"
"10475981"	"2.08e-02"	"4.56e-05"	"7.5662667"	"2.581851"	"0.305275"	"Chchd5"	"coiled-coil-helix-coiled-coil-helix domain containing 5"
"10476012"	"2.19e-02"	"4.91e-05"	"7.4916635"	"2.51195"	"0.9479005"	"Il1bos"	"interleukin 1 beta, opposite strand"
"10408709"	"2.19e-02"	"4.92e-05"	"-7.4886719"	"2.509132"	"-0.310265"	"Ssr1"	"signal sequence receptor, alpha"
"10395788"	"2.24e-02"	"5.11e-05"	"-7.4518537"	"2.474364"	"-0.40442"	"Srp54c///Srp54b///Srp54a"	"signal recognition particle 54C///signal recognition particle 54B///signal recognition particle 54A"
"10341169"	"2.28e-02"	"5.27e-05"	"7.4217536"	"2.445814"	"0.4481725"	""	""
"10364035"	"2.38e-02"	"5.55e-05"	"-7.3700128"	"2.39647"	"-0.44520475"	"Gm5779"	"ribosomal protein, large, P0 pseudogene"
"10556076"	"2.47e-02"	"5.84e-05"	"7.3202455"	"2.348687"	"0.426337"	"Olfml1"	"olfactomedin-like 1"
"10468877"	"2.53e-02"	"6.05e-05"	"-7.2858576"	"2.315485"	"-2.231982"	""	""
"10475280"	"2.82e-02"	"6.81e-05"	"7.1707365"	"2.203223"	"0.55391175"	"Adal"	"adenosine deaminase-like"
"10341814"	"2.82e-02"	"6.90e-05"	"7.1585847"	"2.191272"	"0.6279075"	""	""
"10523359"	"2.93e-02"	"7.24e-05"	"7.1123128"	"2.145589"	"1.2465775"	"Cxcl13"	"chemokine (C-X-C motif) ligand 13"
"10487447"	"2.93e-02"	"7.33e-05"	"-7.0999378"	"2.133323"	"-0.4367445"	"Mall"	"mal, T cell differentiation protein-like"
"10511226"	"3.13e-02"	"7.92e-05"	"7.0265971"	"2.060216"	"0.29628725"	"Acap3"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"10566372"	"3.46e-02"	"8.86e-05"	"-6.9208677"	"1.953559"	"-0.40148175"	"Trim30e-ps1"	"tripartite motif-containing 30E, pseudogene 1"
"10498972"	"3.51e-02"	"9.11e-05"	"6.8948815"	"1.927114"	"0.62830725"	"Rbm46"	"RNA binding motif protein 46"
"10386219"	"3.51e-02"	"9.17e-05"	"-6.8884082"	"1.920513"	"-0.48160925"	"Zfp39"	"zinc finger protein 39"
"10424683"	"3.64e-02"	"9.62e-05"	"-6.8434802"	"1.874535"	"-0.5524755"	"Ly6g"	"lymphocyte antigen 6 complex, locus G"
"10486710"	"3.74e-02"	"1.00e-04"	"-6.8079237"	"1.837953"	"-0.57533375"	"Lcmt2"	"leucine carboxyl methyltransferase 2"
"10531208"	"3.96e-02"	"1.07e-04"	"6.7457175"	"1.773534"	"0.3971325"	"Cox18"	"cytochrome c oxidase assembly protein 18"
"10542750"	"4.00e-02"	"1.09e-04"	"-6.7272249"	"1.75428"	"-0.393614"	"Med21"	"mediator complex subunit 21"
"10498710"	"4.12e-02"	"1.14e-04"	"6.6910923"	"1.716523"	"0.440973"	"Bche"	"butyrylcholinesterase"
"10531193"	"4.21e-02"	"1.17e-04"	"-6.6627433"	"1.686773"	"-0.32730925"	"Adamts3"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
"10354576"	"4.60e-02"	"1.29e-04"	"-6.5724433"	"1.591256"	"-0.387931"	"Dnah7c///Dnah7a///Dnah7b"	"dynein, axonemal, heavy chain 7C///dynein, axonemal, heavy chain 7A///dynein, axonemal, heavy chain 7B"
"10389717"	"4.68e-02"	"1.33e-04"	"-6.5467189"	"1.563835"	"-0.9886305"	""	""
"10411611"	"4.97e-02"	"1.43e-04"	"-6.4846576"	"1.497293"	"-0.37564725"	"Naip5"	"NLR family, apoptosis inhibitory protein 5"
"10508829"	"5.12e-02"	"1.50e-04"	"-6.4420263"	"1.451264"	"-0.58054225"	"Map3k6"	"mitogen-activated protein kinase kinase kinase 6"
"10560139"	"5.12e-02"	"1.50e-04"	"-6.4394727"	"1.448499"	"-0.400907"	"Nlrp5-ps"	"NLR family, pyrin domain containing 5, pseudogene"
"10411229"	"5.12e-02"	"1.51e-04"	"6.4321078"	"1.440518"	"0.32930125"	"F2r"	"coagulation factor II (thrombin) receptor"
"10571715"	"5.12e-02"	"1.54e-04"	"6.415551"	"1.422547"	"0.39852925"	"Enpp6"	"ectonucleotide pyrophosphatase/phosphodiesterase 6"
"10523595"	"5.12e-02"	"1.54e-04"	"-6.4147252"	"1.42165"	"-0.42252825"	"Ptpn13"	"protein tyrosine phosphatase, non-receptor type 13"
"10556487"	"5.28e-02"	"1.61e-04"	"6.3758422"	"1.379287"	"0.33980275"	""	""
"10343793"	"5.28e-02"	"1.62e-04"	"-6.3723419"	"1.375463"	"-0.42943475"	""	""
"10544798"	"5.51e-02"	"1.70e-04"	"6.325942"	"1.3246"	"0.4632655"	"Hoxa10"	"homeobox A10"
"10524082"	"5.71e-02"	"1.79e-04"	"6.2849216"	"1.279372"	"0.771503"	"Gm15446///Zfp932"	"predicted gene 15446///zinc finger protein 932"
"10608711"	"5.71e-02"	"1.81e-04"	"-6.2742403"	"1.267555"	"-0.9387825"	""	""
"10475027"	"5.71e-02"	"1.81e-04"	"6.2710452"	"1.264017"	"0.47908725"	"Tyro3"	"TYRO3 protein tyrosine kinase 3"
"10498302"	"5.92e-02"	"1.92e-04"	"6.2232982"	"1.210964"	"0.42171925"	"Ankub1"	"ankrin repeat and ubiquitin domain containing 1"
"10581813"	"5.92e-02"	"1.93e-04"	"-6.2172232"	"1.20419"	"-0.36652025"	"Mlkl"	"mixed lineage kinase domain-like"
"10474836"	"5.92e-02"	"1.93e-04"	"-6.217211"	"1.204176"	"-0.33816875"	"Ivd"	"isovaleryl coenzyme A dehydrogenase"
"10577385"	"6.03e-02"	"1.99e-04"	"-6.1891313"	"1.172794"	"-0.24716475"	"Defb33"	"defensin beta 33"
"10582008"	"6.03e-02"	"2.00e-04"	"6.1856796"	"1.168929"	"0.25144275"	"Cmc2"	"COX assembly mitochondrial protein 2"
"10447885"	"6.61e-02"	"2.21e-04"	"-6.099162"	"1.071456"	"-0.34903525"	"Acat3"	"acetyl-Coenzyme A acetyltransferase 3"
"10584862"	"6.95e-02"	"2.35e-04"	"6.0491308"	"1.014579"	"0.291397"	"Scn4b"	"sodium channel, type IV, beta"
"10485597"	"6.96e-02"	"2.38e-04"	"6.036878"	"1.000593"	"0.59739175"	"Depdc7"	"DEP domain containing 7"
"10388086"	"6.96e-02"	"2.39e-04"	"-6.0338937"	"0.997183"	"-0.52626775"	"Nlrp1c-ps"	"NLR family, pyrin domain containing 1C, pseudogene"
"10566488"	"7.26e-02"	"2.53e-04"	"-5.9850493"	"0.94118"	"-0.23758"	"Trim3"	"tripartite motif-containing 3"
"10498952"	"7.26e-02"	"2.53e-04"	"-5.9844153"	"0.94045"	"-0.49809275"	"Gucy1a3"	"guanylate cyclase 1, soluble, alpha 3"
"10475525"	"7.51e-02"	"2.65e-04"	"5.9453371"	"0.895381"	"0.344005"	"Bloc1s6"	"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin"
"10502156"	"7.51e-02"	"2.66e-04"	"-5.9417363"	"0.891217"	"-0.381407"	"Ccdc109b"	"coiled-coil domain containing 109B"
"10566350"	"7.95e-02"	"2.85e-04"	"-5.883621"	"0.82373"	"-0.72795675"	"Gm38525///Trim30b"	"predicted gene, 38525///tripartite motif-containing 30B"
"10532839"	"7.95e-02"	"2.86e-04"	"-5.8809848"	"0.820657"	"-0.28743475"	"Trpv4"	"transient receptor potential cation channel, subfamily V, member 4"
"10344006"	"8.80e-02"	"3.19e-04"	"-5.7891293"	"0.712899"	"-0.747606"	""	""
"10517067"	"8.96e-02"	"3.28e-04"	"-5.7682917"	"0.688274"	"-0.469"	"Sfn"	"stratifin"
"10466439"	"9.21e-02"	"3.39e-04"	"-5.7387426"	"0.653238"	"-0.32130775"	"Pebp1"	"phosphatidylethanolamine binding protein 1"
"10556581"	"9.32e-02"	"3.46e-04"	"-5.723154"	"0.6347"	"-0.2753145"	"Gm10589"	"predicted gene 10589"
"10571467"	"9.39e-02"	"3.53e-04"	"5.7069201"	"0.615355"	"0.31781725"	"Pdgfrl"	"platelet-derived growth factor receptor-like"
"10577361"	"9.39e-02"	"3.54e-04"	"-5.7042533"	"0.612173"	"-0.28271425"	"Gm21119///Gm3643///Gm15319///Gm7827///4930467E23Rik///Gm5373"	"predicted gene, 21119///predicted gene 3643///predicted gene 15319///predicted gene 7827///RIKEN cDNA 4930467E23 gene///predicted gene 5373"
"10524079"	"9.42e-02"	"3.59e-04"	"5.6919527"	"0.597483"	"0.710639"	"Gm15446///Zfp932"	"predicted gene 15446///zinc finger protein 932"
"10487588"	"9.42e-02"	"3.62e-04"	"-5.684967"	"0.58913"	"-0.77104725"	"Il1a"	"interleukin 1 alpha"
"10433101"	"9.42e-02"	"3.63e-04"	"-5.6840072"	"0.587981"	"-0.43076925"	"Gpr84"	"G protein-coupled receptor 84"
"10387100"	"9.60e-02"	"3.74e-04"	"-5.6586014"	"0.557534"	"-0.4907785"	"Shisa6"	"shisa family member 6"
"10581654"	"9.60e-02"	"3.75e-04"	"5.6558762"	"0.554262"	"0.3418425"	"Calb2"	"calbindin 2"
"10340232"	"9.65e-02"	"3.80e-04"	"5.6463021"	"0.542758"	"0.24885"	""	""
"10339307"	"9.83e-02"	"3.93e-04"	"5.6176191"	"0.508207"	"0.339299"	""	""
"10578019"	"9.83e-02"	"3.95e-04"	"5.6140272"	"0.503872"	"0.3213185"	"Nudc"	"nudC nuclear distribution protein"
"10517147"	"9.83e-02"	"3.95e-04"	"-5.6137302"	"0.503513"	"-0.232408"	"Dhdds///Dhdds"	"dehydrodolichyl diphosphate synthase///dehydrodolichyl diphosphate synthase"
"10347060"	"1.02e-01"	"4.14e-04"	"5.5761462"	"0.458023"	"0.252275"	"Unc80"	"unc-80, NALCN activator"
"10544252"	"1.05e-01"	"4.28e-04"	"5.5484086"	"0.424308"	"0.25604075"	"E330009J07Rik"	"RIKEN cDNA E330009J07 gene"
"10577388"	"1.09e-01"	"4.46e-04"	"-5.5161163"	"0.384905"	"-0.23147425"	"Gm21119///Gm3643///Gm15319///4930467E23Rik///Gm5373"	"predicted gene, 21119///predicted gene 3643///predicted gene 15319///RIKEN cDNA 4930467E23 gene///predicted gene 5373"
"10348432"	"1.12e-01"	"4.62e-04"	"5.4876927"	"0.350087"	"0.252605"	"Agap1"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"10441923"	"1.12e-01"	"4.65e-04"	"-5.4822407"	"0.343394"	"-0.301545"	"Ermard"	"ER membrane associated RNA degradation"
"10339609"	"1.12e-01"	"4.70e-04"	"5.4746415"	"0.334057"	"0.37532375"	""	""
"10534002"	"1.13e-01"	"4.77e-04"	"5.461904"	"0.318386"	"0.315389"	"Tmem132d"	"transmembrane protein 132D"
"10376929"	"1.13e-01"	"4.82e-04"	"5.4541206"	"0.308798"	"0.31014925"	"Tvp23b"	"trans-golgi network vesicle protein 23B"
"10515712"	"1.13e-01"	"4.86e-04"	"5.4465258"	"0.299433"	"0.2788325"	"Szt2"	"seizure threshold 2"
"10393662"	"1.13e-01"	"4.87e-04"	"5.4456323"	"0.29833"	"0.24295"	"Nptx1"	"neuronal pentraxin 1"
"10509178"	"1.13e-01"	"4.92e-04"	"-5.4380697"	"0.288995"	"-0.25485"	"Asap3"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"10517274"	"1.13e-01"	"4.95e-04"	"5.4320168"	"0.281516"	"0.27990025"	"Sepn1"	"selenoprotein N, 1"
"10507334"	"1.13e-01"	"4.97e-04"	"5.4294035"	"0.278286"	"0.23370425"	"Ccdc163"	"coiled-coil domain containing 163"
"10411915"	"1.14e-01"	"5.03e-04"	"5.4191003"	"0.265538"	"0.4801115"	"Ppwd1"	"peptidylprolyl isomerase domain and WD repeat containing 1"
"10344160"	"1.14e-01"	"5.11e-04"	"5.4067133"	"0.25019"	"0.3304025"	""	""
"10579054"	"1.14e-01"	"5.11e-04"	"-5.4065622"	"0.250003"	"-0.24076625"	"Gm21119///Gm3643///Gm15319///4930467E23Rik///Gm5373"	"predicted gene, 21119///predicted gene 3643///predicted gene 15319///RIKEN cDNA 4930467E23 gene///predicted gene 5373"
"10441954"	"1.14e-01"	"5.16e-04"	"-5.3990682"	"0.240706"	"-0.328273"	"Ermard"	"ER membrane associated RNA degradation"
"10449343"	"1.14e-01"	"5.17e-04"	"5.3970859"	"0.238245"	"0.2277295"	"Grm4"	"glutamate receptor, metabotropic 4"
"10341960"	"1.14e-01"	"5.18e-04"	"5.3967801"	"0.237865"	"0.49389275"	""	""
